id,industry,role_type,keywords,weight,created_at
30f98d6d-15c0-4607-9766-efbe9ec882d0,Energy/Utilities,Safety Manager (Energy),"[""OSHA"",""Safety Management"",""Incident Investigation"",""Root Cause Analysis"",""BBS"",""Safety Culture""]",critical,2026-02-16 22:56:43.218561+00
315d5f4a-827d-41bf-b2e8-1fb1f7e76aae,Manufacturing,Safety Manager,"[""OSHA"",""Safety Programs"",""Incident Investigation"",""Risk Assessment"",""JSA"",""PPE"",""Safety Training""]",critical,2026-02-16 22:56:43.218561+00
3160396e-8c70-4560-b10a-75887e812440,Manufacturing,Safety Manager,"[""OSHA 30"",""OSHA 300 Log"",""Workers Compensation"",""Ergonomics"",""Industrial Hygiene""]",high,2026-02-16 22:56:43.218561+00
3250a6df-977b-4af4-a11d-41c6713ee6c8,Logistics/Supply Chain,Procurement Specialist,"[""Market Intelligence"",""Risk Management"",""Sustainability"",""Diversity Sourcing""]",low,2026-02-16 22:56:43.218561+00
325949d1-6498-408a-bd8d-10be6679e15f,Cybersecurity,Security Architect,"[""Zero Trust"",""Cloud Security"",""Network Architecture"",""Identity Management"",""PKI"",""Encryption"",""NIST"",""SOC 2"",""ISO 27001"",""Risk Framework"",""Threat Modeling"",""Security Design"",""IAM"",""SASE"",""Micro-segmentation""]",critical,2026-02-18 14:03:12.64537+00
328a0459-197f-484e-bb2f-5deedba69111,Technology,Technical Project Manager,"[""Project Management"",""Agile"",""Scrum"",""JIRA"",""Stakeholder Management"",""Budget"",""Timeline"",""Risk"",""Requirements"",""Sprint Planning"",""Release Management"",""Cross-functional"",""Vendor Management"",""Roadmap"",""Documentation""]",critical,2026-02-18 14:03:12.64537+00
328cf970-fba3-4775-88a7-9dabed055e6a,Construction,Estimator,"[""Bluebeam"",""PlanSwift"",""On-Screen Takeoff"",""Excel"",""Timberline"",""Sage""]",high,2026-02-16 22:56:43.218561+00
32900e2e-23cb-42f7-907d-218e267b7fe2,Technology,Software Engineer,"[""Technical Documentation"",""Mentoring"",""Pair Programming"",""Open Source"",""Continuous Learning""]",low,2026-02-16 22:56:43.218561+00
33b02dc0-0ee9-485b-b49a-f56941f4f0ef,Construction,Superintendent,"[""Blueprint Reading"",""OSHA 30"",""Subcontractor Coordination"",""Daily Logs"",""Punch List Management""]",high,2026-02-16 22:56:51.40283+00
33ec589b-9ca8-4799-8cb9-3344488d9cd1,Healthcare,Medical Assistant,"[""Patient Intake"",""Vital Signs"",""Phlebotomy"",""EHR"",""Scheduling"",""Insurance Verification"",""Injections"",""Lab Tests"",""HIPAA"",""Patient Education"",""Clinical Documentation"",""CPR"",""BLS"",""Infection Control"",""Medical Terminology""]",critical,2026-02-18 14:03:12.64537+00
340dc08d-938c-4504-82d5-0bda8e8f443a,Technology,Systems Administrator,"[""Linux"",""Windows Server"",""VMware"",""Active Directory"",""Group Policy"",""Scripting"",""Bash"",""PowerShell"",""Monitoring""]",medium,2026-02-16 22:56:43.218561+00
34354c68-d5c9-4be5-9572-34058a14d2d4,Healthcare,Medical Technologist,"[""Laboratory"",""Hematology"",""Microbiology"",""Chemistry"",""Blood Bank"",""Quality Control"",""CLIA"",""CAP"",""Specimen Processing"",""Urinalysis"",""Phlebotomy"",""Lab Information Systems"",""GMP"",""FDA Compliance"",""Instrumentation""]",critical,2026-02-18 14:03:12.64537+00
34933256-b80a-4fb7-974f-3b42d0659f72,Energy/Utilities,Grid Operations,"[""Grid Operations"",""Energy Management System"",""NERC"",""Bulk Electric System"",""System Operator Certification""]",critical,2026-02-16 22:56:51.40283+00
34d38efa-c4b1-4784-b169-fc8695e08f1a,Marketing/Communications,Brand Manager,"[""Product Marketing"",""Packaging"",""Go-to-Market"",""P&L Management"",""Agency Management""]",high,2026-02-16 22:56:43.218561+00
3514216b-098c-4c4b-aeab-51f5d38f1fbe,Construction,Project Manager,"[""Construction Management"",""Scheduling"",""Budgeting"",""Subcontractor Management"",""Blueprint Reading"",""OSHA"",""Safety"",""Permitting"",""Quality Control"",""Estimating"",""P6"",""MS Project"",""RFI"",""Change Orders"",""Closeout""]",critical,2026-02-18 14:03:12.64537+00
354c2ad4-4e53-400f-a0a3-098ae9a5c71b,Government/Federal,Contract Specialist,"[""FAR"",""DFAR"",""Federal Acquisition"",""Contract Administration"",""Source Selection"",""Cost Analysis"",""Negotiation""]",critical,2026-02-16 22:56:43.218561+00
35af3e1a-7d19-40de-9bb4-ce3cc1da04d6,Education,Special Education Teacher,"[""IEP Development"",""Special Education Law"",""IDEA"",""Behavior Intervention Plans"",""Accommodations"",""Modifications""]",critical,2026-02-16 22:56:43.218561+00
35dba02c-bb87-425f-b2d8-f95908e50bcd,Technology,UI/UX Designer,"[""HTML"",""CSS"",""Responsive Design"",""Mobile-First Design"",""Design Thinking""]",critical,2026-02-16 22:56:43.218561+00
35e2690a-83db-4fc6-b00a-5d2da4013f0d,Real Estate,PropTech Specialist,"[""Property Technology"",""Smart Building"",""IoT"",""Building Automation"",""Energy Management"",""Occupancy Sensors"",""Access Control"",""Tenant Experience"",""Data Analytics"",""Integration"",""Sustainability"",""Innovation"",""Vendor Management"",""ROI"",""Implementation""]",important,2026-02-18 14:03:12.64537+00
35f13cd6-0390-4e9c-911d-d6f960fe215e,Logistics/Supply Chain,Transportation Manager,"[""Rate Negotiation"",""Claims Management"",""Performance Metrics"",""Compliance""]",medium,2026-02-16 22:56:43.218561+00
361aaf26-42a2-4ddd-b3bf-1c453a0e3e24,Construction,Project Manager (Construction),"[""Project Management"",""PMP"",""Construction Management"",""Scheduling"",""Budget Management"",""Subcontractor Management""]",critical,2026-02-16 22:56:43.218561+00
3637897b-875b-44eb-a5ce-e9074afa828c,Healthcare,Clinical Research,"[""SAS"",""SPSS"",""Statistical Analysis"",""Literature Review"",""Manuscript Preparation""]",medium,2026-02-16 22:56:43.218561+00
3670f060-7386-4ea4-967f-3d100f1a091c,Marketing/Communications,Marketing Manager,"[""Marketing Strategy"",""Brand Management"",""Campaign Management"",""Budget Management"",""Marketing Analytics"",""ROI""]",critical,2026-02-16 22:56:43.218561+00
371db83e-e34e-469a-aaa9-1f2d53d00b48,Government,Budget Analyst,"[""Federal Budgeting"",""PPBE"",""POM"",""Appropriations"",""Obligation"",""Execution"",""Congressional Budget"",""OMB"",""Financial Management"",""Forecasting"",""Variance Analysis"",""Fiscal Law"",""Continuing Resolution"",""Reprogramming"",""Budget Justification""]",important,2026-02-18 14:03:12.64537+00
3727160f-c034-4d46-9b79-ffd2aa3be1b6,Finance/Banking,Auditor,"[""GAAS"",""PCAOB"",""Internal Controls"",""Risk Assessment"",""Substantive Testing"",""Sampling"",""CPA""]",critical,2026-02-16 22:56:43.218561+00
374c011b-ff76-4731-bf2b-c6343913961f,Finance/Banking,Financial Analyst,"[""Financial Modeling"",""Excel"",""Valuation"",""DCF"",""Financial Statements"",""Budgeting"",""Forecasting"",""Variance Analysis""]",critical,2026-02-16 22:56:43.218561+00
37e39aa0-2314-4bf3-803b-409ec6923c06,Healthcare,Physician Assistant,"[""Patient Assessment"",""Diagnosis"",""Treatment Plans"",""Prescribing"",""Procedures"",""BLS"",""ACLS"",""PALS"",""History and Physical""]",critical,2026-02-16 22:56:43.218561+00
38233b2d-3483-4d79-8012-d67c2826d599,Technology,IT Support,"[""Customer Service"",""SLA Management"",""Escalation"",""Knowledge Base"",""Documentation""]",low,2026-02-16 22:56:43.218561+00
38637b07-b47b-4899-9e74-c8f5e342e816,Consulting,Data Consultant,"[""Data Strategy"",""Data Governance"",""Data Quality"",""Master Data"",""Analytics"",""BI"",""ETL"",""Cloud"",""Databricks"",""Snowflake"",""Power BI"",""Tableau"",""SQL"",""Python"",""Stakeholder Management""]",critical,2026-02-18 14:03:12.64537+00
386516c2-0188-49d2-ab6a-a9b826ea3fe2,Energy/Utilities,Electrical Engineer,"[""AutoCAD"",""ETAP"",""SKM"",""PSCAD"",""MATLAB"",""NEC"",""NESC"",""IEEE Standards""]",high,2026-02-16 22:56:43.218561+00
386e67fc-f51f-4335-92a5-71415fa40207,Healthcare,Physician Assistant,"[""EMR"",""Epic"",""Cerner"",""Referral Management"",""Lab Interpretation"",""Imaging Orders"",""Differential Diagnosis""]",high,2026-02-16 22:56:43.218561+00
394b5a0b-b797-4a67-891d-31be1b3a99c6,Telecommunications,Network Engineer,"[""Networking"",""TCP/IP"",""BGP"",""OSPF"",""MPLS"",""Cisco"",""Juniper"",""Routing"",""Switching""]",critical,2026-02-16 22:56:51.40283+00
39a41df6-4578-4de7-9dbe-93e14856065e,Non-Profit,Grant Writer,"[""Grant Writing"",""Proposal Development"",""Research"",""Budget Narrative"",""LOI"",""Federal Grants"",""Foundation Grants""]",critical,2026-02-16 22:56:51.40283+00
39c4cd7b-a8ad-4d46-9dc3-22c45f776aef,Construction,Project Manager (Construction),"[""Contract Administration"",""Risk Management"",""Quality Control"",""Safety"",""OSHA 30""]",medium,2026-02-16 22:56:43.218561+00
3a0ccb68-1da9-48dd-bbd7-75f3bc08082d,Manufacturing,Lean Manufacturing Specialist,"[""Change Management"",""Training"",""Visual Management"",""Poka-Yoke"",""SMED""]",medium,2026-02-16 22:56:43.218561+00
3a1b5e3f-aadc-406c-98df-9a5daa347f36,Healthcare,Health IT,"[""Epic"",""Cerner"",""EHR Implementation"",""HL7"",""FHIR"",""Interoperability"",""Clinical Informatics""]",critical,2026-02-16 22:56:43.218561+00
3a60733d-8055-4201-a55e-102426e81f4a,Construction,Electrician,"[""Blueprint Reading"",""Troubleshooting"",""PLC"",""VFD"",""Fire Alarm"",""Low Voltage""]",high,2026-02-16 22:56:43.218561+00
3a7b81e6-4fd5-421d-873b-d69d44cbcb06,Technology,Database Administrator,"[""High Availability"",""Clustering"",""Sharding"",""Partitioning"",""Index Optimization"",""Query Optimization""]",medium,2026-02-16 22:56:43.218561+00
3b050fab-930e-4394-aa03-64bf9e7fd9d0,Education,Educational Technology Specialist,"[""EdTech"",""LMS"",""Canvas"",""Blackboard"",""Google Classroom"",""Integration"",""Accessibility"",""Digital Literacy"",""Professional Development"",""Support"",""Troubleshooting"",""Assessment"",""Analytics"",""Multimedia"",""Innovation""]",important,2026-02-18 14:03:12.64537+00
3b21101c-0634-4a6a-8ace-426434ee0bef,Energy,Renewable Energy Specialist,"[""Solar"",""Wind"",""Energy Storage"",""Grid Integration"",""Permitting"",""Environmental Impact"",""Project Development"",""PPA"",""Interconnection"",""Net Metering"",""FERC"",""State Incentives"",""ROI Analysis"",""Sustainability"",""Carbon Reduction""]",critical,2026-02-18 14:03:12.64537+00
3b947e31-3057-4b0b-a93e-ec19209e8265,Construction,BIM Coordinator,"[""BIM"",""Revit"",""Navisworks"",""Clash Detection"",""3D Modeling"",""Coordination"",""LOD"",""Standards"",""Workflows"",""Templates"",""Training"",""Quality Control"",""Documentation"",""Autodesk"",""Construction""]",important,2026-02-18 14:03:12.64537+00
3bc094f2-e8bc-4b0a-975a-68783dd88dfd,Government/Federal,Security Specialist,"[""FOCI"",""Foreign Travel Briefings"",""Security Incident Reports"",""Visitor Control""]",low,2026-02-16 22:56:43.218561+00
3be9ec50-9cf7-44c4-948b-56039cfa2f87,Construction,Safety Manager (Construction),"[""OSHA 30"",""Safety Programs"",""Incident Investigation"",""Safety Training"",""JSA"",""PPE"",""Fall Protection""]",critical,2026-02-16 22:56:43.218561+00
3c0dfe92-7d89-4bac-8d90-e57493a1e60f,Manufacturing,Industrial Engineer,"[""Time Studies"",""Work Measurement"",""Facility Layout"",""Ergonomics"",""Simulation"",""Lean"",""Six Sigma""]",critical,2026-02-16 22:56:43.218561+00
3c6f4191-b005-4c1c-b165-cfeaaf98e37a,Non-Profit,Grant Writer,"[""Grants.gov"",""Foundation Directory"",""Prospect Research"",""Funder Relations"",""Reporting""]",high,2026-02-16 22:56:51.40283+00
3c75f6d7-bb17-438f-ac56-65c4ca60b51c,Energy/Utilities,Environmental Specialist,"[""Environmental Impact Assessment"",""Remediation"",""Air Quality"",""Water Quality"",""Waste Management""]",high,2026-02-16 22:56:43.218561+00
3cd79aed-f9f9-43e5-bad6-23009a0948fe,Non-Profit,Program Manager (Non-Profit),"[""Program Management"",""Grant Management"",""Outcomes Measurement"",""Logic Models"",""Theory of Change"",""Stakeholder Engagement""]",critical,2026-02-16 22:56:51.40283+00
3df60ebd-f3c0-49a3-aed5-aa624a3af9ca,Logistics/Supply Chain,Inventory Control Specialist,"[""Variance Analysis"",""Shrinkage Reduction"",""Obsolescence Management"",""Demand Planning""]",medium,2026-02-16 22:56:43.218561+00
3e9087fa-a088-4fb2-b8b7-12beaa227d71,Technology,UI/UX Designer,"[""Information Architecture"",""Interaction Design"",""Visual Design"",""Typography"",""Color Theory""]",high,2026-02-16 22:56:43.218561+00
3e9b23b7-4003-48a8-9dd2-8a0270438f2c,Manufacturing,Supply Chain Manager,"[""Contract Negotiation"",""Supplier Development"",""Cost Reduction"",""Spend Analysis""]",medium,2026-02-16 22:56:43.218561+00
3ec9c6fa-5744-41eb-a855-1cb967f48676,Healthcare,Occupational Therapist,"[""Documentation"",""Insurance Authorization"",""Outcome Measures"",""Evidence-Based Practice""]",medium,2026-02-16 22:56:51.40283+00
3ef7de28-8853-48f8-b919-b1fdae80bc1f,Marketing/Communications,Digital Marketing Manager,"[""Digital Marketing"",""PPC"",""Display Advertising"",""Email Marketing"",""Marketing Automation"",""Conversion Rate Optimization""]",critical,2026-02-16 22:56:51.40283+00
3fc2fd60-2de2-4d79-b611-1dc68bd32013,Manufacturing,Industrial Engineer,"[""Project Management"",""Presentations"",""Cross-functional Collaboration"",""Training""]",low,2026-02-16 22:56:43.218561+00
3fe412ae-f9be-4c49-b637-d3f9c1c5d883,Construction,Electrician,"[""Electrical"",""Wiring"",""Conduit"",""Panel"",""Circuit Breaker"",""NEC"",""Blueprint Reading"",""Troubleshooting"",""Motor Control"",""PLC"",""Lighting"",""Fire Alarm"",""Low Voltage"",""Grounding"",""Safety""]",critical,2026-02-18 14:03:12.64537+00
4049e5ff-13b0-46e7-8353-57261d373748,Technology,Site Reliability Engineer,"[""SRE"",""Reliability"",""Observability"",""Incident Management"",""SLO"",""SLI"",""Error Budget"",""Postmortem""]",critical,2026-02-16 22:56:51.40283+00
40d7a3bc-ff33-4cde-9924-a2e6391d29b4,Education,Corporate Trainer,"[""Facilitation"",""Presentation"",""Adult Learning"",""Needs Assessment"",""Onboarding"",""Compliance Training"",""Role Play"",""Simulation"",""LMS"",""Assessment"",""Feedback"",""Coaching"",""Blended Learning"",""Virtual Training"",""Evaluation""]",critical,2026-02-18 14:03:12.64537+00
40fd00cb-0207-434c-954a-813de94d3aee,Telecommunications,VoIP Engineer,"[""VoIP"",""SIP"",""Cisco UC"",""Teams"",""Zoom"",""PBX"",""QoS"",""Network"",""Troubleshooting"",""Configuration"",""SBC"",""Call Routing"",""Collaboration"",""Integration"",""Monitoring""]",critical,2026-02-18 14:03:12.64537+00
4100f12e-04af-4e77-b430-db54aeb88609,Telecommunications,NOC Analyst,"[""Root Cause Analysis"",""Performance Reporting"",""SLA Management"",""Change Management""]",medium,2026-02-16 22:56:51.40283+00
412b1d73-e5e2-4ecf-b8e5-f2ef138d6a0b,Nonprofit,Grant Writer,"[""Grant Writing"",""Research"",""Proposal"",""Budget"",""Narrative"",""Logic Model"",""Outcomes"",""Federal Grant"",""Foundation Grant"",""LOI"",""RFP"",""Compliance"",""Reporting"",""Evaluation"",""Grants.gov""]",critical,2026-02-18 14:03:12.64537+00
4132fffc-faae-4e60-b911-45860ec91f32,Government/Federal,Contract Specialist,"[""Protest Resolution"",""Claims"",""Termination"",""Closeout"",""Warrant Authority""]",low,2026-02-16 22:56:43.218561+00
418088b5-1286-4073-94d8-9d836904efa8,Finance/Banking,Risk Analyst,"[""Documentation"",""Stakeholder Communication"",""Governance"",""Policy Development""]",low,2026-02-16 22:56:43.218561+00
42bf79fb-a64e-4b00-93e0-895cedefb760,Energy/Utilities,Electrical Engineer,"[""PE License"",""Project Management"",""Specifications"",""Vendor Evaluation""]",low,2026-02-16 22:56:43.218561+00
42ca2da7-1dc9-4f1b-a9ba-40eee4fda4d2,Consulting,Management Consultant,"[""Thought Leadership"",""Business Development"",""Proposal Writing"",""Mentoring""]",low,2026-02-16 22:56:43.218561+00
431a10d2-1bdc-4531-90db-49754b8ba775,Manufacturing,Supply Chain Manager,"[""Procurement"",""Vendor Management"",""Inventory Control"",""Demand Planning"",""S&OP"",""Logistics"",""Warehousing""]",critical,2026-02-16 22:56:43.218561+00
43aec9c1-c960-4a17-8d99-46b6dfc1c418,Construction,Heavy Equipment Operator,"[""OSHA"",""Pre-Operation Inspection"",""Safety"",""Maintenance"",""CDL""]",medium,2026-02-16 22:56:43.218561+00
43bb91b4-4a40-4cbc-903b-d6cd3fc25ce2,Government/Federal,Procurement Specialist,"[""Small Business"",""Set-Aside"",""HUBZone"",""8(a)"",""SDVOSB"",""WOSB""]",medium,2026-02-16 22:56:43.218561+00
4489da78-1b18-42ab-adc4-076a78aa47af,Education,Teacher,"[""Parent Communication"",""Professional Development"",""Mentoring"",""Extracurricular Activities""]",low,2026-02-16 22:56:43.218561+00
4501c3d8-3e79-475c-bfa0-178f672e60fe,Energy/Utilities,Renewable Energy Specialist,"[""Solar"",""Wind"",""Energy Storage"",""Grid Integration"",""Power Purchase Agreements"",""Renewable Portfolio Standards""]",critical,2026-02-16 22:56:43.218561+00
45257ab2-9f24-4f30-91fd-e4762c343e76,Finance/Banking,Treasury,"[""Cash Management"",""Liquidity Management"",""FX Risk"",""Interest Rate Risk"",""Hedging"",""Bank Relationships""]",critical,2026-02-16 22:56:43.218561+00
453ab986-eae7-4302-b352-78d81ddb3bcd,Manufacturing,Welder,"[""MIG"",""TIG"",""Stick"",""Flux Core"",""Blueprint Reading"",""Welding Symbols"",""Material Prep"",""Inspection"",""AWS"",""Safety"",""Fabrication"",""Structural"",""Pipe"",""Sheet Metal"",""Quality""]",critical,2026-02-18 14:03:12.64537+00
455f5165-29d6-47c2-a8f7-c099cf59d974,Finance,Tax Accountant,"[""Tax Preparation"",""Tax Planning"",""Federal Tax"",""State Tax"",""Corporate Tax"",""Partnership"",""S-Corp"",""Tax Research"",""Compliance"",""Extensions"",""Estimated Payments"",""1040"",""1120"",""Tax Software"",""IRS""]",critical,2026-02-18 14:03:12.64537+00
45c1bc88-05e6-41ad-a14c-d87a75b052c0,Technology,Data Engineer,"[""Data Pipelines"",""ETL"",""Apache Spark"",""Apache Kafka"",""Airflow"",""SQL"",""Python"",""Data Warehousing""]",critical,2026-02-16 22:56:51.40283+00
45d01986-5bdc-4d0f-a2b3-bd26c394e4fc,Technology,Full Stack Developer,"[""React"",""Angular"",""Vue"",""Node.js"",""Express"",""MongoDB"",""PostgreSQL"",""REST API"",""GraphQL"",""HTML"",""CSS"",""TypeScript""]",critical,2026-02-16 22:56:43.218561+00
45f747de-92bc-4fb8-8a14-4ec147af55c9,Construction,Civil Engineer,"[""Civil Engineering"",""AutoCAD"",""Civil 3D"",""Grading"",""Drainage"",""Stormwater"",""Site Design""]",critical,2026-02-16 22:56:43.218561+00
46d3cecb-0d3c-42fb-82a9-510241057abc,Telecommunications,Telecom Project Manager,"[""Project Management"",""Telecom"",""Network Deployment"",""Site Acquisition"",""Construction Management""]",critical,2026-02-16 22:56:51.40283+00
46d9077d-ccc7-4959-9f7c-7b6d9ccf8eca,Manufacturing,Maintenance Manager,"[""Preventive Maintenance"",""CMMS"",""Equipment Reliability"",""Predictive Maintenance"",""HVAC"",""Electrical"",""Mechanical"",""PLC"",""Troubleshooting"",""Safety"",""OSHA"",""Work Orders"",""Spare Parts"",""Capital Projects"",""Budget Management""]",critical,2026-02-18 14:03:12.64537+00
46e8c196-b4f3-49c2-954f-fa9054e8ef8e,Government/Federal,Human Resources (Federal),"[""Employee Relations"",""Performance Management"",""Labor Relations"",""EEO"",""Reasonable Accommodation""]",medium,2026-02-16 22:56:43.218561+00
4786af15-4316-4cfb-8d8f-7b9b392fcbcd,Healthcare,Surgical Technologist,"[""Sterile Technique"",""Operating Room"",""Instrumentation"",""Patient Positioning"",""Draping"",""Surgical Counts"",""Specimens"",""Equipment"",""Safety"",""Quality"",""Team Communication"",""Preparation"",""Turnover"",""Documentation"",""Infection Control""]",critical,2026-02-18 14:03:12.64537+00
47c3087c-b133-4bf7-8117-00394debb16d,Defense,Proposal Manager,"[""Proposal Management"",""RFP Response"",""Capture"",""Win Strategy"",""Volume Lead"",""Compliance Matrix"",""Red Team"",""Color Team"",""Orals"",""Past Performance"",""Technical Writing"",""Pricing"",""Teaming"",""B&P"",""Section L/M""]",critical,2026-02-18 14:03:12.64537+00
480da5e3-2ebd-448e-a6b7-4374deb72de9,Energy/Utilities,Pipeline Operator,"[""Cathodic Protection"",""Corrosion Control"",""Valve Operations"",""Metering"",""Gas Measurement""]",high,2026-02-16 22:56:43.218561+00
485de12a-ff6f-460e-b9d4-684b81392555,Telecommunications,Network Engineer,"[""SDN"",""NFV"",""DWDM"",""SONET"",""Fiber Optics"",""Ethernet"",""VLAN""]",high,2026-02-16 22:56:51.40283+00
48633d38-eb55-4c21-8e05-844b6858638c,Construction,Site Supervisor,"[""Documentation"",""Progress Photos"",""Client Communication"",""Problem Solving""]",low,2026-02-16 22:56:43.218561+00
48b3394b-4426-410b-953d-f67a0395db62,Government/Federal,Project Manager (Federal),"[""CPIC"",""IT Dashboard"",""TechStat"",""Section 508"",""Authority to Operate""]",medium,2026-02-16 22:56:43.218561+00
48ec7d51-df1b-46ea-a967-ae6202b9c275,Consulting,IT Consultant,"[""Requirements Gathering"",""Business Process Mapping"",""Testing"",""Training"",""Change Management""]",medium,2026-02-16 22:56:43.218561+00
492d99fb-d62d-46f1-93f8-5bd3f1cd5a22,Logistics,Supply Chain Manager,"[""Supply Chain"",""Procurement"",""Inventory Management"",""Demand Planning"",""S&OP"",""Vendor Management"",""ERP"",""SAP"",""Oracle"",""Lean"",""Six Sigma"",""Logistics"",""Warehouse Management"",""Cost Reduction"",""Continuous Improvement""]",critical,2026-02-18 14:03:12.64537+00
4a8ffd06-d233-4a59-8b51-aa9e0ddcead2,Finance,Internal Auditor,"[""Internal Audit"",""SOX"",""Risk Assessment"",""Controls Testing"",""COSO"",""IIA Standards"",""Sampling"",""Data Analytics"",""ACL"",""Report Writing"",""Compliance"",""Fieldwork"",""Governance"",""Enterprise Risk"",""Remediation""]",important,2026-02-18 14:03:12.64537+00
4d003748-426d-408b-b17f-383cd8d9dc07,Logistics/Supply Chain,Fleet Manager,"[""Fleet Management"",""Vehicle Maintenance"",""DOT Compliance"",""Route Optimization"",""Fuel Management""]",critical,2026-02-16 22:56:43.218561+00
4d30b3c5-72b7-4cb7-b4be-45bc4a571316,Government/Federal,Human Resources (Federal),"[""Title 5"",""Merit Principles"",""Classification"",""Position Description"",""GS Scale"",""Hiring Authority""]",critical,2026-02-16 22:56:43.218561+00
4d9db19b-5451-47e1-a71d-891765d20df1,Consulting,Strategy Consultant,"[""Thought Leadership"",""Publications"",""Conference Speaking"",""Client Development""]",low,2026-02-16 22:56:43.218561+00
4dc2d000-d879-4c27-84d1-e71a4599bbc1,Construction,Civil Engineer,"[""PE License"",""Surveying"",""Geotechnical"",""Structural"",""Transportation"",""Hydrology""]",high,2026-02-16 22:56:43.218561+00
4e5fc572-27a8-46e8-bf4d-6bd025728263,Finance,Cryptocurrency Analyst,"[""Cryptocurrency"",""Bitcoin"",""Blockchain"",""Trading"",""Technical Analysis"",""DeFi"",""Tokenomics"",""Market Research"",""Risk Assessment"",""Regulatory"",""Compliance"",""Portfolio"",""Valuation"",""Reporting"",""Due Diligence""]",important,2026-02-18 14:03:12.64537+00
4e6fbfc7-5858-4b26-a849-f3b6228fe8fc,Technology,Machine Learning Engineer,"[""Python"",""TensorFlow"",""PyTorch"",""Scikit-learn"",""MLOps"",""Feature Engineering"",""Model Deployment"",""NLP"",""Computer Vision"",""Deep Learning"",""A/B Testing"",""Data Pipeline"",""SQL"",""Docker"",""Kubernetes""]",critical,2026-02-18 14:03:12.64537+00
4e8090d4-5fca-44d3-90bf-eee7622d6dab,Education,Teacher,"[""Google Classroom"",""Canvas"",""Blackboard"",""Educational Technology"",""Remote Learning""]",medium,2026-02-16 22:56:43.218561+00
4e97e122-1fc5-4077-b099-1829b3ce0c9d,Construction,Civil Engineer,"[""Project Management"",""Client Coordination"",""Field Inspection"",""Construction Administration""]",low,2026-02-16 22:56:43.218561+00
4f4c6eca-91ec-4baa-bf67-b97ea8bac9b6,Education,Training Manager,"[""Training Program"",""Needs Assessment"",""Curriculum Development"",""Facilitation"",""LMS"",""ROI"",""Performance Improvement"",""Leadership Development"",""Onboarding"",""Compliance Training"",""Evaluation"",""Kirkpatrick"",""Succession Planning"",""Coaching"",""Mentoring""]",critical,2026-02-18 14:03:12.64537+00
501b6567-ca98-4cc9-a5ad-702d199d5456,Government/Federal,Project Manager (Federal),"[""Stakeholder Management"",""Change Management"",""Lessons Learned"",""Knowledge Management""]",low,2026-02-16 22:56:43.218561+00
501e2542-4a21-4802-9a8f-1c0f527c352a,Consulting,IT Consultant,"[""Agile"",""DevOps"",""ERP Implementation"",""CRM"",""Salesforce"",""SAP"",""Workday""]",high,2026-02-16 22:56:43.218561+00
50268822-4852-41ce-9f56-961232a9eaab,Logistics,Import/Export Specialist,"[""International Trade"",""Customs"",""Import"",""Export"",""Tariff"",""HS Code"",""Compliance"",""C-TPAT"",""Incoterms"",""Letters of Credit"",""Freight Forwarding"",""Documentation"",""Duty"",""FTZ"",""Sanctions""]",critical,2026-02-18 14:03:12.64537+00
503c7ca8-2b03-4559-8696-c074a3a12af3,Telecommunications,Telecom Project Manager,"[""5G Deployment"",""Fiber Build"",""Small Cell"",""DAS"",""Macro Sites""]",medium,2026-02-16 22:56:51.40283+00
5186d843-3aa0-4b5d-bf4a-2cb2150613c4,Healthcare,EMT/Paramedic,"[""BLS"",""ACLS"",""PALS"",""ITLS"",""Patient Assessment"",""Airway Management"",""Cardiac Monitoring"",""Trauma Care""]",critical,2026-02-16 22:56:43.218561+00
519af70a-87ba-44b7-abdc-71f8d3f58a88,Defense,Test Engineer,"[""Test Planning"",""Test Execution"",""Requirements Verification"",""Defect Tracking"",""Automation"",""Test Procedures"",""Test Reports"",""Configuration Management"",""DT&E"",""OT&E"",""Regression"",""Integration Testing"",""Acceptance Testing"",""Standards"",""Documentation""]",important,2026-02-18 14:03:12.64537+00
52091eea-d330-4c67-b52c-896412aa5277,Retail/Hospitality,Customer Service Manager,"[""Customer Service"",""Call Center"",""Quality Assurance"",""Customer Satisfaction"",""CSAT"",""NPS"",""CRM""]",critical,2026-02-16 22:56:51.40283+00
5256d52d-0159-4e3f-a731-6aa885db9400,healthcare,medical,"[""Patient Care"",""HIPAA"",""EMR"",""EHR"",""Clinical"",""Triage"",""BLS"",""ACLS"",""CPR"",""Vital Signs"",""Medical Terminology"",""Pharmacology"",""Infection Control""]",critical,2026-02-15 17:46:34.592483+00
526d2f33-3a53-43bb-9afa-8d69fe46f511,Non-Profit,Grant Writer,"[""Database Management"",""Calendar Management"",""Team Collaboration"",""Fundraising Strategy""]",low,2026-02-16 22:56:51.40283+00
52a99e41-4fb5-4626-9757-6aa66473591a,Government/Federal,Security Specialist,"[""Security Education"",""Insider Threat"",""Counterintelligence"",""Classification Management""]",medium,2026-02-16 22:56:43.218561+00
52db4035-71b1-4b80-81c6-061a78c8c7f4,Real Estate,Property Manager,"[""Property Management"",""Lease Administration"",""Tenant Relations"",""Maintenance"",""Budget"",""CAM"",""Yardi"",""Building Systems"",""Vendor Management"",""Compliance"",""ADA"",""Fire Safety"",""Capital Improvement"",""Occupancy"",""Rent Collection""]",critical,2026-02-18 14:03:12.64537+00
