id,military_phrase,civilian_phrase,branch,category,context_notes,created_at
326e002d-71cf-4d13-a6f8-1ff0ffd0237a,qualified ahead of peers,achieved certification ahead of timeline,general,Training,,2026-02-18 14:03:12.64537+00
327c87a5-4a4c-4cbb-866a-3c1ed5cc1934,received unit citation,received organizational excellence award,general,admin,,2026-02-15 17:48:35.249974+00
328d2de1-23b7-411d-89bf-d9463984ebcb,demolition operations,controlled demolition / structural demolition,general,engineering,,2026-02-18 01:13:54.18454+00
3290e9c4-5565-43f5-8a79-c2f5779a2429,pipeline,training program,general,Training,,2026-02-18 14:03:12.64537+00
32eed163-8022-457c-b22b-27ab031e54ed,participated in CPO 365,participated in year-long leadership development program,navy,training,,2026-02-15 17:48:35.249974+00
3320f5a7-1e25-41ca-aea4-9358ba8dc959,mentored up-and-comers,mentored high-potential employees,general,Leadership,,2026-02-18 14:03:12.64537+00
33371191-b412-44ac-a8cb-7a2d9fc6e672,exceeded all metrics,surpassed all key performance indicators,general,Performance,,2026-02-18 14:03:12.64537+00
336c1efc-1e7d-4745-b09b-9cf4c5205d2b,tactical communications,field communications / mobile communications systems,general,comms,,2026-02-18 01:13:54.18454+00
33a29c46-d7db-47e6-bbee-057c2c391d91,hot seat qualified,certified for primary operator role,general,Training,,2026-02-18 14:03:12.64537+00
33a5e3fa-3b48-4b8c-9471-e3bf977d53eb,deckplate leadership,hands-on operational leadership,navy,leadership,,2026-02-15 17:47:32.616746+00
3555e7ce-0e9e-42cf-978e-5c0e7b115c3a,managed a section of,managed a team of,general,leadership,,2026-02-18 01:13:54.18454+00
36755fc3-199d-43d4-8c9e-1b5198a6a7e8,awarded Navy Commendation Medal,received superior performance award,navy,admin,,2026-02-15 17:47:32.616746+00
367a7e85-3155-4d79-8710-32925e5835cd,an exceptional communicator,an exceptional communicator at all organizational levels,general,performance,,2026-02-15 17:48:35.249974+00
36a1a984-f174-404a-8db3-bae75bb22b77,mishap,workplace incident,general,Safety,,2026-02-18 14:03:12.64537+00
36bfd5d7-ffa0-4dd3-84d3-08ea6072ad41,battle handover,operational shift transition brief,general,Operations,,2026-02-18 14:03:12.64537+00
36fda075-8827-4b07-9a2a-a2883d66b6c3,secured the plant,performed controlled system shutdown,navy,technical,,2026-02-15 17:47:32.616746+00
370767ac-5c46-4d25-a6ab-de5c39485599,served as battalion commander,served as division/regional director,army,leadership,,2026-02-15 17:47:32.616746+00
37c05e58-bce7-4402-af9b-4054a400a4e1,held accountable,maintained team accountability for results,general,Leadership,,2026-02-18 14:03:12.64537+00
37d6b817-d533-4d38-bd5e-edc56107c615,served as ISSM,served as information system security manager,navy,security,,2026-02-15 17:48:35.249974+00
381c80c3-0b9d-4367-a8dd-5cd0e4004906,safety walkthrough,safety compliance inspection,general,Safety,,2026-02-18 14:03:12.64537+00
3901948d-f94e-4f9c-a899-766ef0a8d098,preventive medicine,preventive health services / occupational health,general,medical,,2026-02-18 01:13:54.18454+00
3928ae9c-d78c-4a6b-abef-002a66341101,on the mark,met all specified targets and standards,general,Performance,,2026-02-18 14:03:12.64537+00
3931ef15-13da-468a-aa36-189ddd5a04e8,non-judicial punishment,administrative disciplinary action,general,legal,,2026-02-18 01:13:54.18454+00
39565b1d-5f7f-4ed7-a224-26e24eeb2c0e,safety stand-down,organization-wide safety review day,general,safety,,2026-02-15 17:47:32.616746+00
39fd75ef-f470-4e42-b711-5c02b53fa5cf,meritorious mast,formal recognition ceremony,navy,Admin,,2026-02-18 14:03:12.64537+00
3af3368a-5162-4d31-acca-647adfeddae3,served as department head,served as senior department director,navy,leadership,,2026-02-15 17:47:32.616746+00
3b719478-c706-40a3-8464-8ee9b3926bfe,reported directly to,reported directly to,general,leadership,,2026-02-15 17:47:32.616746+00
3b9c8bea-f149-4af8-936b-60bd63d2f46e,wrote NCOERs,authored employee performance evaluations,army,admin,,2026-02-15 17:48:35.249974+00
3bae454f-33b5-4a81-84a0-dbe0989313db,kept the division on track,maintained department alignment with goals,general,Leadership,,2026-02-18 14:03:12.64537+00
3c01f401-b838-494b-b0f4-64c5526e9914,awarded Air Force Commendation Medal,received superior performance award,usaf,admin,,2026-02-15 17:47:32.616746+00
3c022d94-c799-4a9c-b1d8-8fbcdd3313bc,soldier of the month,employee of the month,army,Leadership,,2026-02-18 14:03:12.64537+00
3c3f4069-4037-4ba6-b8f3-1ec3ef5bb4b7,medical hold,held at current assignment pending medical evaluation,general,Medical,,2026-02-18 14:03:12.64537+00
3c9c88c5-d541-4f3a-a345-9e6bdc7bdba3,served as UFPM,served as unit fitness program manager,usaf,admin,,2026-02-15 17:48:35.249974+00
3ced8616-ded9-4dee-aa87-b5ff14feade5,three-section duty,three-shift rotation schedule,navy,Operations,,2026-02-18 14:03:12.64537+00
3cf45f60-e5b6-4e46-be5d-36b8ed9a1fa2,zero disciplinary issues,maintained clean disciplinary record,general,performance,,2026-02-15 17:48:35.249974+00
3d06c026-b1b3-4eb1-b3e1-5debfc7b689c,target development,priority identification / target market analysis,general,intel,,2026-02-18 01:13:54.18454+00
3d48d12d-d1ee-42cb-8e05-11683a310c63,combat medic,emergency medical technician / field paramedic,general,medical,,2026-02-18 01:13:54.18454+00
3dab51a3-05b3-458f-bd72-4a8ce60ff378,interagency operations,multi-agency government operations,general,operations,,2026-02-15 17:48:35.249974+00
3ddf927f-ac99-47c1-9aa1-5bf1e2e95f91,set the example,served as a role model / established best practices,general,performance,,2026-02-18 01:13:54.18454+00
3e20b162-dde5-4820-88bf-d6c42c42e56e,all hands,organization-wide or all-personnel,navy,Communication,,2026-02-18 14:03:12.64537+00
3e8b0640-c400-48a9-9fb5-1d4d8b2e9fd4,reduction in rate,demotion,general,admin,,2026-02-15 17:48:35.249974+00
3e94099b-08b3-4554-a767-ae1d2588ca9c,commanded a detachment,managed an independent work group,general,leadership,,2026-02-18 01:13:54.18454+00
3ebe07bc-7b34-4241-9563-9d3cdb05112f,on order,ordered and pending delivery,general,Equipment,,2026-02-18 14:03:12.64537+00
3ee7365b-677b-4deb-a06f-bdc0ac8757e9,patient administration,patient records management / healthcare administration,general,medical,,2026-02-18 01:13:54.18454+00
3efc3b46-6697-4cb3-a00a-eddce2e29b0f,deployed in support of,assigned to support,general,operations,,2026-02-15 17:47:32.616746+00
3f27ef58-29f1-45a5-a49a-ed37ea085b18,special staff officer,specialized advisor / subject matter expert,general,leadership,,2026-02-18 01:13:54.18454+00
3f73231b-aa9a-4fc8-945d-59ac055ac053,shift work,rotating shift schedule management,general,Operations,,2026-02-18 14:03:12.64537+00
3f7f0d71-3e20-4b5e-b88d-0492a1509a7c,led from the front,led by example in high-pressure situations,general,leadership,,2026-02-15 17:47:32.616746+00
3f9ffd7d-1071-42b5-861f-a09776f3eed7,received NJP,received formal disciplinary action,general,admin,,2026-02-15 17:47:32.616746+00
3fba030d-9bc4-410e-87c4-63a6b3ae543b,administrative law,regulatory compliance / administrative policy,general,legal,,2026-02-18 01:13:54.18454+00
4027f768-56e1-43c9-bb6d-528e84cc87ff,nozzleman,primary fire suppression operator,navy,operations,,2026-02-15 17:48:35.249974+00
4036abcb-db9f-4abb-8fe5-7bef2adda078,reported aboard,joined the organization,navy,admin,,2026-02-15 17:48:35.249974+00
405fa287-19ad-4250-b963-36a1f2760e5f,served as khaki mentor,served as leadership mentor for management candidates,navy,leadership,,2026-02-15 17:48:35.249974+00
40b52b48-751c-4678-94ed-c883660402b0,awarded restriction,received workplace restriction as discipline,general,admin,,2026-02-15 17:48:35.249974+00
40e09bd4-aa43-4e89-9f99-b56ac7850847,completed SWOS training,completed surface warfare officer training,navy,training,,2026-02-15 17:48:35.249974+00
41ae3437-7769-4ef3-9678-248000c4cbc7,enlisted record brief,employee profile / personnel summary,general,admin,,2026-02-18 01:13:54.18454+00
41d5f616-d029-4d9e-8c8d-70420390addc,served as departmental 3M assistant,served as department maintenance manager,navy,technical,,2026-02-15 17:48:35.249974+00
41f10c3a-b31b-4673-ac21-f7a45543250b,consistently exceeded expectations,routinely surpassed performance goals,general,Performance,,2026-02-18 14:03:12.64537+00
421bd412-d168-4031-8490-293ec8b3e2e3,NEC holder,holds specialized professional credential,navy,Training,,2026-02-18 14:03:12.64537+00
4233bc95-9f6b-4b34-862d-d479871121fe,completed shore tour,completed headquarters/support assignment,navy,operations,,2026-02-15 17:48:35.249974+00
4273cce1-4bdc-4cb3-86a9-0ebb72ead1ea,under budget,completed under budget,general,performance,,2026-02-15 17:47:32.616746+00
4274590d-2a44-450f-8192-d1cbd7b77f12,completed ACSC,completed intermediate-level officer professional school,usaf,training,,2026-02-15 17:48:35.249974+00
427671b5-1e5f-43f8-b4a1-871904fa604f,respiratory protection program,respiratory safety and equipment program,general,Safety,,2026-02-18 14:03:12.64537+00
42a71957-9699-4f5d-aebe-17aee51bda35,JHA,job hazard analysis,general,Safety,,2026-02-18 14:03:12.64537+00
42e37661-dd88-4cb2-9b32-deb7745c3c41,battle E award,organizational excellence award,navy,Performance,,2026-02-18 14:03:12.64537+00
436a3c75-99d3-46ae-8983-9dd079aacd69,served as squad leader,supervised 13-person operational team,usmc,leadership,,2026-02-15 17:48:35.249974+00
43eab66f-0636-43b2-b968-fd2cb3c0e027,processed evals,completed employee performance evaluations,navy,admin,,2026-02-15 17:47:32.616746+00
43ee4a02-8caa-4aa9-83db-84b8d0a97e51,welcome aboard package,new hire onboarding materials,navy,Admin,,2026-02-18 14:03:12.64537+00
4426bc30-d975-4f64-a974-3221a664f277,earned Pathfinder qualification,completed advanced navigation and air traffic certification,army,training,,2026-02-15 17:48:35.249974+00
443e394b-95b8-4026-be2f-5ffde934ec2c,air assault qualified,completed air assault operations training,army,Training,,2026-02-18 14:03:12.64537+00
44b1405f-3f35-401b-8d1e-96ef3d5e71e0,warfare qualified,specialty operations certified,general,training,,2026-02-15 17:48:35.249974+00
44c071bc-0b76-4b05-8ebd-51b13e4578de,man overboard drill,personnel recovery exercise,navy,training,,2026-02-15 17:47:32.616746+00
44d64197-377b-4eba-b0d4-6e2bb2a0a27c,hand-picked for,selected from competitive pool for,general,leadership,,2026-02-15 17:47:32.616746+00
45087661-e542-4829-993b-fb0b1e06d046,completed Sergeants Course,completed team leader development course,usmc,training,,2026-02-15 17:48:35.249974+00
4548b3b8-6d56-4bcc-b195-ce5749e184f0,increased efficiency,improved operational efficiency,general,performance,,2026-02-15 17:47:32.616746+00
45616266-2695-4c6e-99de-b71db653b757,C school graduate,completed advanced technical training,navy,Training,,2026-02-18 14:03:12.64537+00
45858dd6-f33d-493d-a242-140c7b9ab6ae,held the line,maintained standards under pressure,general,Leadership,,2026-02-18 14:03:12.64537+00
458cd3e9-2efd-40c8-91d2-f15324f6b666,fleet-up,promoted into next-level role / advanced within the team,general,training,,2026-02-18 01:13:54.18454+00
45e4cb4f-996f-4dba-9b17-b09e16829d25,earned Distinguished Graduate,graduated at top of class,usaf,performance,,2026-02-15 17:48:35.249974+00
45e57cb2-1204-489c-9819-0b7f2f143512,vertical construction,building construction / structural construction,general,engineering,,2026-02-18 01:13:54.18454+00
460852f7-818f-44dd-b493-c7ece8682bd0,under instruction,in training,general,Training,,2026-02-18 14:03:12.64537+00
46db42e3-9ef4-49f0-9db6-b6de060e6d82,separation date,employment end date,general,Admin,,2026-02-18 14:03:12.64537+00
46f07494-0ef8-4fe0-ae26-d77d9847aa4b,served as battle captain,served as operations shift lead,general,leadership,,2026-02-18 01:13:54.18454+00
4745ec32-0a70-4347-be4d-020d483d5c49,selected for Chief Petty Officer,selected for senior management promotion,navy,performance,,2026-02-15 17:48:35.249974+00
474d4d3f-bb9d-4b59-a059-4c9d019654e1,force multiplier,amplified team effectiveness,general,Leadership,,2026-02-18 14:03:12.64537+00
481093f8-22d0-48c8-adbe-8a4272a19d93,cannibalize,sourced parts from another unit or system,general,Equipment,,2026-02-18 14:03:12.64537+00
482762a6-a82a-4961-8fc2-6019d386a8ed,medical surveillance,occupational health monitoring / health screening,general,medical,,2026-02-18 01:13:54.18454+00
4843f860-6e59-46ef-a393-8100463d10ff,passed ATG assessment,passed external readiness assessment,navy,compliance,,2026-02-15 17:47:32.616746+00
48e178a8-7ba9-435d-92f2-3739d37e0919,served as LCPO,served as department supervisor,navy,leadership,,2026-02-15 17:47:32.616746+00
4958182b-039d-4f7c-bed0-335f00665327,EPR,enlisted performance report,usaf,Admin,,2026-02-18 14:03:12.64537+00
495f8220-5509-4344-bc2c-d916522546ee,commanders intent,leadership vision and desired end state,general,Communication,,2026-02-18 14:03:12.64537+00
496cc13f-b675-444c-b643-b7745e59b6a8,shelf life item,item with expiration-based inventory management,general,Equipment,,2026-02-18 14:03:12.64537+00
49b5cb2f-f9c6-4e90-a347-cc079b821b51,served as DCPO,served as safety/damage control petty officer,navy,leadership,,2026-02-15 17:48:35.249974+00
4a07ca47-9685-4f5e-ae11-e2074d5c72ed,lessons learned,post-project improvement findings,general,Operations,,2026-02-18 14:03:12.64537+00
4a0cb2cb-e10d-4c07-b13b-9864e7254e59,relief in place,personnel replacement and handover,general,Operations,,2026-02-18 14:03:12.64537+00
4a759b41-6098-458b-b343-55f62977a418,knows no boundaries,demonstrates exceptional initiative,general,Leadership,,2026-02-18 14:03:12.64537+00
4ad09c1b-d038-4fc5-856d-e90af6cd7690,APFT,physical fitness test,army,Medical,,2026-02-18 14:03:12.64537+00
4ad3d360-b27f-4399-8cb7-61f2a52a399d,NEC qualified,earned additional specialty certification code,navy,training,,2026-02-15 17:48:35.249974+00
4ba9a3bd-f9e5-41ca-9acc-cfbefe5ba400,liaison with,coordinated with,general,communication,,2026-02-15 17:47:32.616746+00
4bf964a0-f6f1-4180-8d04-f0b32198901a,qualified as EOOW,certified as engineering operations shift supervisor,navy,operations,,2026-02-15 17:47:32.616746+00
4c23a85d-4490-45ea-8d3d-57eed2144e88,train the trainer certified,certified as instructor of instructors,general,Training,,2026-02-18 14:03:12.64537+00
4cc88bb0-a1c5-4362-a088-c97a88b8f772,AOR,assigned area of responsibility,general,Operations,,2026-02-18 14:03:12.64537+00
4ce9eee1-d120-494e-b8fa-e115647cb5f2,passed with zero findings,achieved full compliance with no deficiencies,general,performance,,2026-02-18 01:13:54.18454+00
4d4a076f-f029-48ba-b658-875415da7aef,for your SA,for your situational awareness,general,Communication,,2026-02-18 14:03:12.64537+00
4d631a9a-754a-4c5b-b696-bb9a679cbf18,secured space,restricted access facility,general,security,,2026-02-15 17:47:32.616746+00
4d9abb65-e83d-481a-b303-c8c23f0b00f2,received Joint Service Commendation Medal,received joint organization superior performance award,general,admin,,2026-02-15 17:48:35.249974+00
4e1cf2ef-d76e-41c8-8f1e-79ee06b1e33b,force protection,personnel and facility security,general,Operations,,2026-02-18 14:03:12.64537+00
4e910535-261c-4748-b219-8127e39ec42d,integrated operations,multi-organization coordinated operations,general,operations,,2026-02-15 17:48:35.249974+00
4ecd1ce5-32e1-4c64-a01b-384e44248a89,earned Safety S,earned safety excellence recognition,navy,safety,,2026-02-15 17:48:35.249974+00
4f0e6353-a515-48c9-bc90-57cb7c164359,watch rotation,shift rotation schedule,navy,Operations,,2026-02-18 14:03:12.64537+00
4f145b8e-4408-4012-b8c7-41c4dbbd1664,earned Surface Warfare designation,earned surface operations warfare qualification,navy,training,,2026-02-15 17:48:35.249974+00
4f81e01a-47b5-47d4-82a7-aef2af82fc37,completed ESWS board,passed comprehensive oral qualification board,navy,training,,2026-02-15 17:48:35.249974+00
4fb59627-16f6-47b4-8201-490a891b27a6,stepped up,assumed additional responsibilities,general,Leadership,,2026-02-18 14:03:12.64537+00
4fd90218-e6d9-4b58-b3c1-e821139defe4,administrative action,formal administrative disciplinary process,general,admin,,2026-02-15 17:48:35.249974+00
4fe17188-2288-420e-aa65-749e8480a597,purchase request,procurement authorization form,general,Equipment,,2026-02-18 14:03:12.64537+00
504bd658-c9a4-47aa-ab1f-0217060a057f,LIMDU,limited duty status due to medical condition,navy,Medical,,2026-02-18 14:03:12.64537+00
504cb9f9-9c24-473f-9c66-0ebd7dc158ad,MRC,maintenance requirement card or procedure,navy,Equipment,,2026-02-18 14:03:12.64537+00
50795ea4-24c8-411c-8b5e-eee27a52729d,shattered records,exceeded all historical performance records,general,Performance,,2026-02-18 14:03:12.64537+00
50928175-b2e4-4f21-a726-b51a937b2818,draw,issued equipment from supply,general,Equipment,,2026-02-18 14:03:12.64537+00
50aa7a78-258a-4d7c-93b4-497bae6eceab,ORM assessment,operational risk management assessment,general,safety,,2026-02-15 17:47:32.616746+00
50b78a20-6a58-46cf-8fdf-8420d4442b61,awarded Navy Achievement Medal,received organizational achievement award,navy,admin,,2026-02-15 17:47:32.616746+00
51126c4f-71b5-4e90-98ba-584c67e6c4b9,dual qualified,dual certified in two specialties,general,training,,2026-02-15 17:48:35.249974+00
511b5298-5d34-4d3e-b279-77fd5509be58,zero defects,zero-error performance,general,Performance,,2026-02-18 14:03:12.64537+00
513769ad-2b0f-4242-9de6-998a211ead00,rallied the team,motivated and aligned the team,general,Leadership,,2026-02-18 14:03:12.64537+00
51442afc-dc08-4c7e-8773-ec3c6afefc4a,order of battle analysis,competitive landscape analysis / organizational assessment,general,intel,,2026-02-18 01:13:54.18454+00
515b1f42-2c9d-4aa6-9b18-357dc613c65a,conducted counseling,provided performance feedback and coaching,general,admin,,2026-02-15 17:47:32.616746+00
51637b7d-34ee-4309-88c6-ae24aad697b2,maintained hand receipts,maintained property accountability documentation,army,admin,,2026-02-15 17:48:35.249974+00
51a573d4-c78a-49c8-8e01-ef197e68d64c,safety climate survey,workplace safety culture assessment,general,Safety,,2026-02-18 14:03:12.64537+00
51e3c964-63e3-4f87-b704-980c0d21c5d0,conducted pre-deployment training,delivered pre-project mobilization training,general,training,,2026-02-18 01:13:54.18454+00
51f0b8ff-a955-44e9-83c1-5c134a7ea392,installed and maintained communication systems,deployed and maintained telecommunications infrastructure,general,comms,,2026-02-18 01:13:54.18454+00
52083766-6fd6-4031-9930-122021380cc6,led the charge,spearheaded the initiative,general,Leadership,,2026-02-18 14:03:12.64537+00
523c3b3b-3a90-4a00-9489-fc595b179da0,closed the gap,eliminated the performance deficit,general,Performance,,2026-02-18 14:03:12.64537+00
52878fd6-d9cf-4a7a-b0d7-64d6d1efad74,top performer in the division,highest-rated employee in the department,general,Leadership,,2026-02-18 14:03:12.64537+00
52d1f86a-1387-48b1-9a92-a31e92dd96f8,ready now for increased responsibility,immediately qualified for advancement,general,performance,,2026-02-15 17:48:35.249974+00
5326bd60-0257-4f42-826a-e7867585d084,served as damage control petty officer,served as division safety coordinator,navy,safety,,2026-02-15 17:48:35.249974+00
5333b558-f002-444c-90a4-6913920087d9,port operations,maritime terminal operations,navy,Operations,,2026-02-18 14:03:12.64537+00
538bbeee-2490-4b5e-8df1-64eb3e7c877d,Class II supplies,clothing and individual equipment,general,Equipment,,2026-02-18 14:03:12.64537+00
53914a95-deff-4a27-a418-85f0243c210e,PMC,partially mission capable or limited capability,general,Equipment,,2026-02-18 14:03:12.64537+00
53d2b86a-9580-47f7-8a24-98be80c472c9,completed sea tour,completed operational/field assignment,navy,operations,,2026-02-15 17:48:35.249974+00
54bfa523-65ae-4bb4-8ed5-9abbb78c45ed,command investigation,internal investigation / workplace inquiry,general,legal,,2026-02-18 01:13:54.18454+00
551755b6-1ec5-4210-845d-dfb6df95de66,IPAC,personnel administration center,usmc,Admin,,2026-02-18 14:03:12.64537+00
5539b565-b37e-491c-b427-290bfcc18936,water walker,exceptionally high performer,navy,Performance,,2026-02-18 14:03:12.64537+00
561789c8-682f-40ac-ac6f-9154442b3a1b,information assurance,information security / data protection compliance,general,cyber,,2026-02-18 01:13:54.18454+00
5639dfac-cce1-4552-aecf-85805f551256,frequency management,spectrum management / radio frequency coordination,general,comms,,2026-02-18 01:13:54.18454+00
56751631-13e0-4c3c-93c3-e4e9abca16ae,conducted UCI preparation,prepared organization for compliance inspection,usaf,compliance,,2026-02-15 17:48:35.249974+00
567872d5-089a-4802-8314-6d0e60fd88ed,CGSC graduate,completed intermediate leadership education,army,Training,,2026-02-18 14:03:12.64537+00
567a6c3d-c53e-44be-adbd-3208b4ea81b6,served as first sergeant,served as senior enlisted advisor and personnel manager,usaf,leadership,,2026-02-15 17:48:35.249974+00
56ab92af-8824-49da-ae23-61fb2284c98b,peak performance,optimal operational output,general,Performance,,2026-02-18 14:03:12.64537+00
56bcdb0b-6176-45f7-8ebd-08ab53362588,inventory reconciliation,physical count verification against records,general,Equipment,,2026-02-18 14:03:12.64537+00
56c18d31-3065-4f14-a42f-09e2a770679d,maintained operational tempo,sustained high-volume workflow / kept pace of operations,general,performance,,2026-02-18 01:13:54.18454+00
56d8fb26-a76f-4ea1-86e3-13eaaf7aa20e,attended SGM Academy,completed executive-level leadership course,army,training,,2026-02-15 17:48:35.249974+00
5747160e-dddb-43ed-9043-91718a0f67dd,retrograde of equipment,equipment return and redistribution,general,logistics,,2026-02-18 01:13:54.18454+00
57da65ae-a4e9-4b94-a079-baa2ffbc0744,field maintenance operations,on-site equipment maintenance / mobile repair operations,general,logistics,,2026-02-18 01:13:54.18454+00
57f7a2d4-e054-46b3-b525-2fadc3a41ca9,attended WLC/BLC,completed first-line supervisor leadership course,army,training,,2026-02-15 17:48:35.249974+00
58445cf9-31fd-4e79-ad37-57fb540eea19,NIIN,national item identification number,general,Equipment,,2026-02-18 14:03:12.64537+00
587caca1-1ff6-496a-89f9-1f07f1515044,hearing conservation program,occupational hearing protection program,general,Safety,,2026-02-18 14:03:12.64537+00
587f59aa-26ea-4fec-9805-712dbd3374f8,crushed it,delivered exceptional results,general,Performance,,2026-02-18 14:03:12.64537+00
5894ba34-e151-4d6d-adf4-b79e2775bf0c,captain's mast,administrative disciplinary hearing,navy,Admin,,2026-02-18 14:03:12.64537+00
5961e127-b153-4e40-a256-4d139b4b2b2e,combat engineering,construction and demolition engineering / field engineering,general,engineering,,2026-02-18 01:13:54.18454+00
596eecec-731b-42bf-9117-66a51c875297,action item,assigned task requiring completion,general,Communication,,2026-02-18 14:03:12.64537+00
59703449-1386-4670-a7b1-90e557d07161,completed Army readiness training,completed organizational readiness certification,army,training,,2026-02-15 17:48:35.249974+00
597321e4-6951-4b71-8c5e-cdcc16c1b97d,received CSMC score of,received maintenance readiness score of,navy,compliance,,2026-02-15 17:48:35.249974+00
5a4ab5ff-155c-4d43-93fe-00444c2d464e,risk mitigation plan,risk reduction strategy,general,Safety,,2026-02-18 14:03:12.64537+00
5a90f3e2-5964-4374-b143-99efb761b75e,increased retention,improved employee retention,general,performance,,2026-02-15 17:47:32.616746+00
5ae97b35-e8db-49f1-a5ec-089eb3c6c036,#1 of all E-6s,ranked #1 among all mid-level supervisors,navy,performance,,2026-02-15 17:48:35.249974+00
5aea6ee0-612d-4ac9-8dea-e1e5646179a0,joint operations,multi-department collaborative operations,general,Operations,,2026-02-18 14:03:12.64537+00
5af713e4-eb7b-49ff-93e2-49b910744fa8,ready for tasking,prepared and available for any assignment,general,Performance,,2026-02-18 14:03:12.64537+00
5b2122a8-1506-472e-b5ac-faf8928c278a,dialed in,precision-focused,general,Performance,,2026-02-18 14:03:12.64537+00
5b3e0e0d-1d76-43e6-985a-a8ef1c512662,issue and receipt,distribution and receiving operations,general,logistics,,2026-02-15 17:47:32.616746+00
5b4dad88-cdb7-4c4a-a8a6-60792b198076,battle update brief,operational status meeting,general,Operations,,2026-02-18 14:03:12.64537+00
5b7656e4-1327-4fe9-a24f-14d6ba4409eb,family readiness group,employee family support organization,army,Admin,,2026-02-18 14:03:12.64537+00
5b87f3aa-8f47-4581-b427-c8eeada966f6,maintained 100% accountability,maintained full inventory accuracy,general,Performance,,2026-02-18 14:03:12.64537+00
5c383b50-aa3f-46d4-aa80-1ffe58443410,quarterdeck watch officer,front desk operations supervisor,navy,Leadership,,2026-02-18 14:03:12.64537+00
5c41b184-8bba-4b87-98a9-c2eecc7ff164,communications interoperability,cross-platform communications compatibility,general,comms,,2026-02-18 01:13:54.18454+00
5c604c3c-8360-46ab-835a-d7ff2ce6154b,hot standby,standby/ready state,navy,technical,,2026-02-15 17:47:32.616746+00
5c6b5219-d401-4534-920e-c798dbef1581,served as UTM,served as unit training manager,usaf,training,,2026-02-15 17:48:35.249974+00
5c744971-ba0c-4526-80c5-128e50fc627c,gapped billet,unfilled position,navy,Admin,,2026-02-18 14:03:12.64537+00
5d00fa88-07d3-4a2f-8ea3-b2fe4d93c77a,op-tempo,operational pace,general,Operations,,2026-02-18 14:03:12.64537+00
5d2a0b64-001e-4a81-ad22-2bf01c170397,fast-tracked through qualifications,completed certifications on an accelerated timeline,general,Training,,2026-02-18 14:03:12.64537+00
5d33513c-1c65-492c-9ed6-dc3e27ad00c5,claims processing,insurance claims processing / liability management,general,legal,,2026-02-18 01:13:54.18454+00
5d5487ff-7974-452a-b1da-d121a8997f38,mission brief,project kickoff meeting,general,Operations,,2026-02-18 14:03:12.64537+00
5ddc9ceb-66e2-497b-a861-01dc2753db7d,rapid deployment,rapid mobilization / quick-response deployment,general,operations,,2026-02-18 01:13:54.18454+00
5de9cc92-7d3a-447b-ab7a-27edda63aa40,conducted inventory management,performed inventory control and tracking,general,logistics,,2026-02-18 01:13:54.18454+00
5e618065-3755-494c-a752-3a6bc13295f2,drug interdiction,counter-narcotics law enforcement operations,general,operations,,2026-02-15 17:48:35.249974+00
5e61f305-f1d0-4d56-8e41-baa68a9bd981,maintenance float,spare equipment pool / backup inventory,general,logistics,,2026-02-18 01:13:54.18454+00
5ff9be95-6a20-4494-a5c8-1fc782906d1a,promote now,highest recommendation for immediate advancement,general,Performance,,2026-02-18 14:03:12.64537+00
6008be0a-2327-4b68-8cac-bdfad47ecb82,met all deadlines,achieved 100% on-time delivery,general,performance,,2026-02-15 17:47:32.616746+00
60d0fd70-8866-4100-869b-f9947d7392c4,TLV,threshold limit value for chemical exposure,general,Safety,,2026-02-18 14:03:12.64537+00
60ef1d0a-7394-4751-9a59-0c5c19affd10,legal assistance operations,legal advisory services / employee legal support,general,legal,,2026-02-18 01:13:54.18454+00
61222f6c-e0da-4f0a-8879-e9ce542f5c8c,completed PQS,completed professional qualification requirements,navy,training,,2026-02-15 17:47:32.616746+00
6160d4e6-0220-4e08-9b95-d584f42f7467,combat qualified,certified for combat/field operations,general,training,,2026-02-15 17:48:35.249974+00
6260315f-f03d-46f8-9c0b-9a15f3bc80e9,detached from,departed/transferred from,navy,admin,,2026-02-15 17:48:35.249974+00
62a5e692-9803-41b2-a0cf-6541ab11a2f0,pathfinder qualified,completed advanced navigation and coordination training,army,Training,,2026-02-18 14:03:12.64537+00
62b8b6b7-7010-4531-baf9-e68ed3644cfd,achieved Battle E,achieved top operational excellence award,navy,performance,,2026-02-15 17:48:35.249974+00
62cbbb7a-b145-465e-8c29-14240378cd63,ergonomic assessment,workplace ergonomic evaluation,general,Safety,,2026-02-18 14:03:12.64537+00
630407d5-1b92-446b-a217-451fd5ff168a,temporary additional duty,temporary assignment / short-term project assignment,general,admin,,2026-02-18 01:13:54.18454+00
63158fd5-f1da-45e1-9bef-a6dcb8f0ec22,morning brief,daily standup meeting,general,Communication,,2026-02-18 14:03:12.64537+00
63617e52-bada-4cd0-8fc0-1a39d2d072a7,hand-carried the issue,personally escalated and resolved the issue,general,Leadership,,2026-02-18 14:03:12.64537+00
6384dc70-37b8-4b47-9c00-40d7e40b2646,served as company commander,served as operations director,army,leadership,,2026-02-15 17:47:32.616746+00
6430f0bf-dbd3-4c8e-a773-d0cc0ee40669,CSMP,current ship maintenance backlog,navy,Safety,,2026-02-18 14:03:12.64537+00
64ab3485-70b6-4ca9-b61f-1b3073a081c8,served as squad leader,served as team supervisor,general,leadership,,2026-02-15 17:47:32.616746+00
