id,gap_keyword,gap_category,recommendation_type,recommendation,related_certs,related_skills,free_resource_url,resource_name,estimated_time,estimated_cost,veteran_discount,veteran_discount_notes,created_at
d15e4eec-2efd-4af9-83dc-1f93d3a7e287,Metasploit,tool,training,"Penetration testing framework. Free Community Edition. If you have PenTest+ or military red team experience, Metasploit is the standard tool.","[""PenTest+"",""CEH"",""OSCP""]","[""Penetration Testing"",""Exploitation"",""Vulnerability Assessment""]",https://www.metasploit.com/,Rapid7 Metasploit,10-20 hours,Free (Community),false,,2026-02-15 17:49:11.511332+00
d38178f0-1d98-4eeb-87b8-b4d470f4aa3f,Secret clearance,clearance,add_skill,"If you held a Secret clearance during military service, it may still be active or in the system. Check your JPAS/DISS record. An active clearance is extremely valuable — always list it on your resume.",,"[""Security Clearance"",""Background Investigation""]",,,,,false,,2026-02-15 17:49:11.511332+00
d385e3ab-cb36-4d70-867f-35796de2da4b,CMMI,methodology,training,Capability Maturity Model Integration. Used in defense contracting for process maturity. Your QA and process improvement experience is relevant.,"[""PMP""]","[""Process Improvement"",""Quality Assurance"",""Maturity Assessment""]",https://cmmiinstitute.com,CMMI Institute,10-20 hours,Varies,false,,2026-02-15 17:49:11.511332+00
d5aa0523-c996-4cb4-b2d3-f2f3ed58667e,CEH,certification,equivalent,Your PenTest+ covers similar offensive security concepts. Mention PenTest+ and any vulnerability assessment experience as equivalent.,"[""PenTest+"",""OSCP"",""GPEN""]","[""Penetration Testing"",""Vulnerability Assessment"",""Ethical Hacking""]",https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/,EC-Council CEH,2-3 months study,"$1,199 exam",true,EC-Council offers military discount through GI Bill and VET TEC,2026-02-15 17:49:11.511332+00
d5bc8e81-7fbb-4861-b775-7b245bda2a79,PMP,certification,quick_win,"With your military leadership experience, you likely already qualify for PMP. Military project management experience counts toward the 36-month requirement.",,"[""Project Management"",""Leadership"",""Budgeting"",""Scheduling""]",https://www.pmi.org/certifications/project-management-pmp,PMI PMP,2-3 months study,$405 exam (PMI member),true,PMI offers $100 military discount. VET TEC covers training costs.,2026-02-15 17:49:11.511332+00
e8c7d5f0-d623-4953-9f33-458093531642,R,tool,training,Statistical programming language. Free courses available. Used heavily in data science and analytics roles.,,"[""Statistics"",""Data Science"",""Analytics""]",https://www.freecodecamp.org/learn/,freeCodeCamp,40-60 hours,Free,false,,2026-02-15 17:49:11.511332+00
ebb49cce-2377-4e1b-8304-56b6e3b60c97,OSCP,certification,long_term,OSCP is hands-on pentesting certification. Your PenTest+ and military cyber experience are relevant but OSCP requires dedicated lab time.,"[""PenTest+"",""CEH"",""GPEN""]","[""Penetration Testing"",""Linux"",""Python"",""Exploit Development""]",https://www.offsec.com/courses/pen-200/,OffSec PEN-200,3-6 months,"$1,649+ (includes lab)",true,OffSec offers military/veteran pricing,2026-02-15 17:49:11.511332+00
f1d206f2-61c8-4fa7-8f72-4192c0a63f44,CISM,certification,equivalent,Your Security+ and management experience map to CISM domains. Your military leadership in security programs is directly relevant.,"[""Security+"",""CISSP"",""CASP+""]","[""Security Management"",""Risk Management"",""Incident Response""]",https://www.isaca.org/credentialing/cism,ISACA CISM,3-6 months study,$575 exam,false,,2026-02-15 17:49:11.511332+00
f5ec671d-ec06-4d44-a135-ed53d591b035,ITAR,methodology,add_skill,"International Traffic in Arms Regulations. If you handled classified defense material or worked with defense systems, you operated under ITAR restrictions. Add to your resume.",,"[""Export Control"",""Compliance"",""Defense""]",,,,,false,,2026-02-15 17:49:11.511332+00
f94a768f-49c6-4e58-81ac-481fce07f6a1,TS/SCI,clearance,add_skill,"TS/SCI access is the most valuable clearance level. If you had it, verify through your SSO or security manager. Even if expired, noting ""TS/SCI (inactive, eligible for reinstatement)"" has value.",,"[""Security Clearance"",""SCI"",""Background Investigation""]",,,,,false,,2026-02-15 17:49:11.511332+00
fb74ca85-edd9-436b-98b6-c788005d6bcc,CrowdStrike,tool,training,Endpoint detection and response platform. Free CrowdStrike University training. Your security monitoring experience translates.,"[""Security+"",""CySA+""]","[""EDR"",""Endpoint Security"",""Threat Detection""]",https://www.crowdstrike.com/university/,CrowdStrike University,10-20 hours,Free,false,,2026-02-15 17:49:11.511332+00
fd96f17f-2017-49b8-89fb-fdb5c1286e0e,Top Secret,clearance,add_skill,"If you held TS during service, verify current status. TS clearances can remain active for up to 6 years. An active TS is worth $5-15K in additional salary. Always list on resume.",,"[""Security Clearance"",""Background Investigation""]",,,,,false,,2026-02-15 17:49:11.511332+00
