id,branch,military_code,military_title,civilian_titles,onet_codes,industries,key_skills,description,created_at
289c88f5-8383-4525-937a-c9b1f1fd46b7,army,91B,Wheeled Vehicle Mechanic,"[""Automotive Mechanic"",""Fleet Mechanic"",""Diesel Technician"",""Service Technician""]",,"[""Automotive"",""Transportation"",""Fleet Management""]",[],,2026-02-16 22:55:20.512186+00
28b46573-9e77-48bc-bbaf-181ffd297bd2,uscg,ME,Maritime Enforcement Specialist,"[""Law Enforcement Officer"",""Security Specialist"",""Customs Officer"",""Border Patrol Agent"",""Federal Agent""]",,"[""Law Enforcement"",""Security"",""Government"",""Customs""]",[],,2026-02-16 22:55:20.512186+00
290a3a94-c38f-4311-994d-0acdba7ff39e,army,15G,Aircraft Structural Repairer,"[""Aircraft Structural Mechanic"",""Sheet Metal Mechanic"",""Composite Technician""]",,"[""Aviation"",""Aerospace"",""Manufacturing""]",[],,2026-02-16 22:55:20.512186+00
2a8ab16b-2cef-42d3-8708-3df0a14e53cd,usmc,0689,Cyber Security Technician,"[""Cybersecurity Analyst"",""Security Technician"",""SOC Analyst""]",,"[""Cybersecurity"",""Technology"",""Finance""]",[],,2026-02-16 22:55:20.512186+00
2abe45ae-4860-4e44-8b71-bc3514e4dfd4,army,31B,Military Police,"[""Police Officer"",""Security Officer"",""Corrections Officer"",""Loss Prevention Specialist"",""Federal Agent""]",,"[""Law Enforcement"",""Security"",""Government"",""Corporate Security""]",[],,2026-02-16 22:55:20.512186+00
2b037074-5cb5-4644-9566-24f120f5be0e,navy,FCA,Fire Controlman (AEGIS),"[""AEGIS Systems Technician"",""Combat Systems Engineer"",""Weapons Systems Analyst"",""Defense Systems Integration Specialist""]","[""17-2199.00""]","[""Defense"",""Aerospace"",""Technology""]","[""AEGIS Combat System"",""Missile Systems"",""Radar"",""System Integration"",""Troubleshooting"",""C4I""]",Operates and maintains AEGIS weapons systems,2026-02-15 17:47:32.616746+00
2b3801a9-c3ad-4c7c-a20b-5feb7c9ccc73,usmc,0627,Satellite Communications Operator,"[""SATCOM Technician"",""Satellite Communications Operator"",""RF Technician""]",,"[""Telecommunications"",""Aerospace"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
2b4b7eb1-6360-4004-b218-ec73e0963cc9,usaf,1C1X1,Air Traffic Control,"[""Air Traffic Controller"",""ATC Specialist"",""Flight Operations Manager""]",,"[""Aviation"",""Transportation"",""Government""]",[],,2026-02-16 22:55:20.512186+00
2b87c738-45d3-4231-962b-07f5ae084178,navy,ABF,Aviation Boatswains Mate (Fuels),"[""Fuel Systems Technician"",""Petroleum Distribution Manager"",""HAZMAT Coordinator"",""Fuel Quality Inspector""]","[""53-7072.00""]","[""Energy"",""Aviation"",""Oil & Gas""]","[""Fuel Systems"",""HAZMAT"",""Quality Control"",""Pipeline Operations"",""EPA Compliance""]",Operates aviation fuel systems and handles hazardous materials,2026-02-15 17:47:32.616746+00
2b8b5d15-5e05-45b2-aab5-76e743f351b2,usmc,3451,Financial Management Resource Analyst,"[""Budget Analyst"",""Financial Analyst"",""Accountant""]",,"[""Finance"",""Government"",""Corporate""]",[],,2026-02-16 22:55:20.512186+00
2c5d1f1e-9be2-48fc-937d-d39bafd3d6dd,army,18E,Special Forces Communications Sergeant,"[""Network Engineer"",""Communications Specialist"",""IT Manager"",""Systems Administrator""]",,"[""Technology"",""Telecommunications"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
2cb3d787-fca0-4d1f-8545-dde2e39bcbcc,usmc,7252,Approach Controller,"[""Air Traffic Controller"",""Approach Controller"",""TRACON Controller""]",,"[""Aviation"",""Government""]",[],,2026-02-16 22:55:20.512186+00
2ccdf6b1-685a-4ceb-a263-63368bab7d40,navy,CTN,Cryptologic Technician Networks,"[""Cybersecurity Analyst"",""Network Security Engineer"",""Information Security Specialist"",""SOC Analyst"",""Penetration Tester""]",,"[""Cybersecurity"",""Technology"",""Defense"",""Finance"",""Government""]",[],,2026-02-16 22:55:20.512186+00
2ce872b9-e974-44d0-b190-3362b5916973,navy,STS,Sonar Technician Submarine,"[""Sonar Technician"",""Acoustic Analyst"",""Submarine Electronics Technician""]",,"[""Defense"",""Marine Research"",""Oceanography""]",[],,2026-02-16 22:55:20.512186+00
2d5d4d42-5b85-4d8e-9219-6e8392e1da7d,usaf,3N0X2,Broadcast Journalist,"[""Broadcast Journalist"",""Reporter"",""News Producer"",""Multimedia Journalist""]",,"[""Media"",""Broadcasting"",""News""]",[],,2026-02-16 22:55:20.512186+00
2d829019-e13b-44d5-becb-a893e16b4c41,usmc,0842,Field Artillery Radar Operator,"[""Radar Technician"",""Electronics Technician"",""Surveillance Operator""]",,"[""Defense"",""Aviation""]",[],,2026-02-16 22:55:20.512186+00
2dd19e1b-db5a-4e40-ab6b-8723e48d8219,navy,MR,Machinery Repairman,"[""Machinist"",""CNC Operator"",""Maintenance Machinist"",""Tool and Die Maker"",""Machine Shop Supervisor""]",,"[""Manufacturing"",""Aerospace"",""Automotive"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
2ec471a6-6db2-4946-beda-0c7c9ae6cd8e,navy,DC,Damage Controlman,"[""Firefighter"",""Fire Inspector"",""Emergency Response Specialist"",""HAZMAT Technician"",""Safety Manager"",""Industrial Firefighter"",""Fire Protection Engineer"",""Loss Prevention Specialist""]",,"[""Fire Service"",""Industrial Safety"",""Oil & Gas"",""Chemical"",""Manufacturing"",""Facilities Management""]",[],,2026-02-16 22:55:20.512186+00
2f5f7846-d54c-45ec-81a9-9efa7f09c896,army,19K,M1 Armor Crewman,"[""Heavy Equipment Operator"",""Security Specialist"",""Equipment Operator"",""Training Instructor""]",,"[""Security"",""Construction"",""Mining""]",[],,2026-02-16 22:55:20.512186+00
2f656960-646a-4c1f-a3eb-982bc2c5bad8,uscg,AVIA,Aviation,"[""Pilot"",""Aviation Manager"",""Flight Operations Director"",""Chief Pilot""]",,"[""Aviation"",""Corporate"",""Government""]",[],,2026-02-16 22:55:20.512186+00
2fd63a82-2da8-4916-b5bc-d8d8a1c98a73,usaf,1C0X2,Aviation Resource Management,"[""Aviation Scheduler"",""Operations Coordinator"",""Resource Manager"",""Flight Operations Specialist""]",,"[""Aviation"",""Transportation"",""Logistics""]",[],,2026-02-16 22:55:20.512186+00
3068f11f-f6df-4366-a0ae-2c1ee6a6f0f5,army,12G,Quarrying Specialist,"[""Mining Equipment Operator"",""Quarry Worker"",""Blaster"",""Mining Supervisor""]",,"[""Mining"",""Construction"",""Aggregates""]",[],,2026-02-16 22:55:20.512186+00
30db0dd5-fbff-43ed-b5e1-ed48b1caf1d4,usaf,1A8X1,Airborne Cryptologic Language Analyst,"[""Linguist"",""Intelligence Analyst"",""Language Specialist"",""Cryptologic Linguist""]",,"[""Intelligence"",""Government"",""Defense"",""Translation Services""]",[],,2026-02-16 22:55:20.512186+00
30e08126-c593-4444-9747-8aed409089f9,usaf,2A6X1,Aerospace Propulsion,"[""Jet Engine Mechanic"",""Turbine Technician"",""A&P Mechanic"",""Power Plant Technician""]","[""49-3011.00""]","[""Aviation"",""Aerospace"",""Energy""]","[""Jet Engine Maintenance"",""Turbine Repair"",""Test Cell Operations"",""Borescope Inspection"",""NDI""]","Inspects, repairs, and overhauls jet engines and related systems",2026-02-15 17:47:32.616746+00
35560c9c-f648-4c9a-b26d-499734c07b75,army,74D,Chemical Biological Radiological and Nuclear Specialist,"[""HAZMAT Specialist"",""Environmental Health Specialist"",""CBRN Defense Specialist"",""Safety Manager"",""Emergency Manager""]","[""19-4099.00"",""33-2021.00""]","[""Defense"",""Government"",""Energy"",""Manufacturing""]","[""CBRN Defense"",""HAZMAT"",""Decontamination"",""Environmental Compliance"",""Risk Assessment"",""Emergency Response""]",Conducts CBRN defense operations and contamination management,2026-02-15 17:47:32.616746+00
37108f51-2610-4ada-b0d1-2d5384ad1481,usaf,1N3X1,Cryptologic Language Analyst,"[""Linguist"",""Translator"",""Language Analyst"",""Foreign Language Specialist""]",,"[""Intelligence"",""Government"",""Translation"",""International Business""]",[],,2026-02-16 22:55:20.512186+00
3833f835-b58a-4baa-bca3-aeed9cbbcb69,usmc,0111,Administrative Specialist,"[""Administrative Assistant"",""Office Manager"",""Executive Assistant""]",,"[""Any Industry""]",[],,2026-02-16 22:55:20.512186+00
3943219e-9f98-4152-891c-607544bdb033,army,94E,Radio and Communications Security Repairer,"[""Radio Technician"",""Communications Technician"",""Electronics Repair Technician""]",,"[""Telecommunications"",""Electronics"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
3973c477-9420-48ad-bf1e-7df536a45677,uscg,AET,Aviation Electrical Technician,"[""Avionics Technician"",""Aircraft Electrician"",""Aviation Electronics Technician"",""A&P Mechanic""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
3a5d7085-0eca-45c9-8317-42c44e6c5390,usaf,5J0X1,Paralegal,"[""Paralegal"",""Legal Assistant"",""Legal Secretary"",""Litigation Support Specialist""]",,"[""Legal"",""Government"",""Corporate""]",[],,2026-02-16 22:55:20.512186+00
3aea7a93-49ea-4c23-aae7-dc09d8d7ac06,usmc,3052,Packaging Specialist,"[""Packaging Specialist"",""Shipping Specialist""]",,"[""Logistics"",""Manufacturing"",""Warehousing""]",[],,2026-02-16 22:55:20.512186+00
3b0e18c5-2a40-4fff-b8f1-d8ab0266562d,navy,PR,Aircrew Survival Equipmentman,"[""Survival Equipment Technician"",""Parachute Rigger"",""Life Support Technician"",""Safety Equipment Specialist""]",,"[""Aviation"",""Aerospace"",""Defense"",""Skydiving""]",[],,2026-02-16 22:55:20.512186+00
3ba03bf5-1c5f-410b-a5be-94262f83d75b,army,35S,Signals Collector/Analyst,"[""Signals Analyst"",""SIGINT Specialist"",""Electronic Warfare Analyst""]",,"[""Intelligence"",""Defense"",""Aerospace""]",[],,2026-02-16 22:55:20.512186+00
3bbb4f23-44ec-4608-a20a-d589c64d0000,usmc,7011,Expeditionary Airfield Systems Technician,"[""Airfield Lighting Technician"",""Electrical Technician""]",,"[""Aviation"",""Utilities""]",[],,2026-02-16 22:55:20.512186+00
3c101500-005f-488e-a2da-ffed60452f66,usaf,4P0X1,Pharmacy,"[""Pharmacy Technician"",""Pharmaceutical Technician"",""Pharmacy Assistant""]",,"[""Healthcare"",""Pharmacy"",""Retail Pharmacy""]",[],,2026-02-16 22:55:20.512186+00
3c1e023a-7099-47d9-85cc-b9ab342e1f79,usaf,4R0X1,Diagnostic Imaging,"[""Radiologic Technologist"",""X-Ray Technician"",""MRI Technologist"",""CT Technologist""]",,"[""Healthcare"",""Hospitals"",""Imaging Centers""]",[],,2026-02-16 22:55:20.512186+00
3c811db7-7053-43d0-9206-b91d0eac80a3,navy,CTR,Cryptologic Technician Collection,"[""Intelligence Analyst"",""SIGINT Analyst"",""Collection Manager"",""Signals Analyst"",""Threat Analyst""]",,"[""Intelligence"",""Defense"",""Government"",""Consulting""]",[],,2026-02-16 22:55:20.512186+00
3d496359-bcdf-48b8-81e5-2d761970b3d0,navy,GSE,Gas Turbine Systems Technician Electrical,"[""Gas Turbine Technician"",""Power Plant Technician"",""Turbine Mechanic"",""Plant Electrician"",""Generator Technician""]",,"[""Energy"",""Utilities"",""Oil & Gas"",""Manufacturing""]",[],,2026-02-16 22:55:20.512186+00
3d756c40-2de4-4cb1-abd2-e5c78d0eaf16,army,94H,"Test, Measurement, and Diagnostic Equipment Maintenance Support Specialist","[""Calibration Technician"",""TMDE Specialist"",""Metrology Technician"",""Quality Technician""]",,"[""Manufacturing"",""Aerospace"",""Defense"",""Quality Control""]",[],,2026-02-16 22:55:20.512186+00
3da29da1-7778-4890-8247-ece2e7bf4744,army,15Y,AH-64D Armament/Electrical/Avionics Systems Repairer,"[""Avionics Technician"",""Weapons Systems Technician"",""Aircraft Electrician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
3e518cd4-be19-4fa5-9903-af3abb0d112f,usaf,3E5X1,Engineering,"[""Civil Engineering Technician"",""Construction Inspector"",""Engineering Technician"",""Project Coordinator""]",,"[""Engineering"",""Construction"",""Government""]",[],,2026-02-16 22:55:20.512186+00
3e68236c-f57e-41cf-891b-b6c730a8438a,navy,AG,Aerographers Mate,"[""Meteorologist"",""Weather Forecaster"",""Environmental Scientist"",""Climate Analyst"",""Oceanographer""]","[""19-2021.00""]","[""Government"",""Energy"",""Aviation"",""Media""]","[""Weather Forecasting"",""Data Analysis"",""Satellite Systems"",""Environmental Analysis"",""Briefing""]",Provides weather and environmental forecasting,2026-02-15 17:47:32.616746+00
3eeaaa7e-054b-401e-b14f-0f32aab16aa3,army,12R,Interior Electrician,"[""Electrician"",""Electrical Contractor"",""Maintenance Electrician"",""Electrical Supervisor""]",,"[""Construction"",""Facilities"",""Manufacturing""]",[],,2026-02-16 22:55:20.512186+00
3f3cb800-44da-40d4-8a6b-73a6636a074b,army,14H,Air Defense Enhanced Early Warning Operator,"[""Radar Operator"",""Surveillance Specialist"",""Air Traffic Controller""]",,"[""Defense"",""Aviation""]",[],,2026-02-16 22:55:20.512186+00
3f641835-21fd-4d5a-9ad6-b0797a6161f7,army,92G,Culinary Specialist,"[""Chef"",""Cook"",""Kitchen Manager"",""Food Service Supervisor"",""Catering Manager""]",,"[""Food Service"",""Hospitality"",""Healthcare"",""Corporate""]",[],,2026-02-16 22:55:20.512186+00
40526ff0-71ab-4f3a-b45e-d86a29d7bff6,ussf,3D1X2,Cyber Transport Systems,"[""Network Administrator"",""Network Engineer"",""Systems Administrator"",""Communications Specialist"",""Infrastructure Engineer""]",,"[""Technology"",""Telecommunications"",""Aerospace""]",[],,2026-02-16 22:55:20.512186+00
407011dc-5143-4af2-a337-990cd39f2dc2,usaf,2A5X1,Aerospace Maintenance,"[""Aircraft Mechanic"",""Aerospace Technician"",""Aviation Maintenance Technician""]",,"[""Aviation"",""Aerospace""]",[],,2026-02-16 22:55:20.512186+00
40c56528-3d1f-48e2-8550-b02f0af2aadd,usmc,2141,Assault Amphibious Vehicle Repairer,"[""Heavy Equipment Mechanic"",""Vehicle Technician"",""Diesel Mechanic""]",,"[""Marine"",""Transportation""]",[],,2026-02-16 22:55:20.512186+00
40e50e89-45b8-4cb9-814d-b5b5e1f4533a,uscg,MOPS,Marine Operations,"[""Port Captain"",""Fleet Manager"",""Marine Operations Manager"",""Vessel Operations Director""]",,"[""Maritime"",""Shipping"",""Oil & Gas""]",[],,2026-02-16 22:55:20.512186+00
4212079d-055d-4b9f-bac4-015a950a774c,usmc,1171,Water Support Technician,"[""Water Treatment Operator"",""Utilities Technician""]",,"[""Utilities"",""Municipal"",""Environmental""]",[],,2026-02-16 22:55:20.512186+00
4214611d-f399-4e1f-8a32-aade715218a3,navy,MN,Mineman,"[""Ordnance Specialist"",""Explosive Handling Specialist"",""Weapons Technician""]",,"[""Defense"",""Mining"",""Security""]",[],,2026-02-16 22:55:20.512186+00
4232e7f6-f54f-4ad1-9493-57010b8d6573,navy,SO,Special Warfare Operator (SEAL),"[""Security Director"",""Operations Director"",""Defense Consultant"",""Tactical Operations Manager"",""Program Manager""]","[""11-1021.00"",""33-9032.00""]","[""Security"",""Defense"",""Consulting"",""Corporate""]","[""Special Operations"",""Leadership"",""Strategic Planning"",""Risk Management"",""Training Development"",""Crisis Management""]",Conducts special operations and direct action missions,2026-02-15 17:47:32.616746+00
42db8706-72cd-4b7d-ad6b-4457ce8983f3,navy,AM,Aviation Structural Mechanic,"[""Aircraft Structural Mechanic"",""Sheet Metal Mechanic"",""Composite Technician"",""Aircraft Inspector""]",,"[""Aviation"",""Aerospace"",""Manufacturing"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
42ec5e28-a3d4-4524-a45d-1da9eddb0ebc,usmc,2147,Light Armored Vehicle Repairer,"[""Vehicle Mechanic"",""Automotive Technician""]",,"[""Automotive"",""Defense""]",[],,2026-02-16 22:55:20.512186+00
43bc7ad8-93d4-483d-a18d-c615136dac8e,usaf,1B4X1,Cyber Warfare Operations,"[""Cybersecurity Specialist"",""Cyber Operations Specialist"",""Penetration Tester"",""Red Team Operator"",""Offensive Security Analyst""]",,"[""Cybersecurity"",""Defense"",""Technology"",""Consulting""]",[],,2026-02-16 22:55:20.512186+00
43bd479c-815e-4d81-9779-1fcc01712718,army,11C,Indirect Fire Infantryman,"[""Security Specialist"",""Weapons Instructor"",""Training Coordinator"",""Security Consultant""]",,"[""Security"",""Defense"",""Training""]",[],,2026-02-16 22:55:20.512186+00
43e582f6-eb88-4e8a-a38d-c2b6aec3e201,navy,CTT,Cryptologic Technician Technical,"[""Electronic Warfare Technician"",""SIGINT Technician"",""RF Technician"",""Systems Analyst""]",,"[""Defense"",""Aerospace"",""Electronics"",""Government""]",[],,2026-02-16 22:55:20.512186+00
4427028f-91c2-4d1b-91c5-a2334fd8c9f0,army,18F,Special Forces Intelligence Sergeant,"[""Intelligence Analyst"",""Security Consultant"",""Threat Analyst"",""Risk Analyst""]",,"[""Intelligence"",""Security"",""Consulting"",""Finance""]",[],,2026-02-16 22:55:20.512186+00
44330dc4-b9d9-409d-8a14-84f9e7cdcc14,army,92S,Shower/Laundry and Clothing Repair Specialist,"[""Laundry Supervisor"",""Textile Repair Specialist"",""Dry Cleaning Manager""]",,"[""Hospitality"",""Healthcare"",""Laundry Services""]",[],,2026-02-16 22:55:20.512186+00
444e5523-938a-40bc-8a60-196f08e05366,usaf,2A6X5,Aircraft Hydraulic Systems,"[""Hydraulic Technician"",""Aircraft Mechanic"",""Hydraulic Systems Specialist""]",,"[""Aviation"",""Aerospace"",""Manufacturing""]",[],,2026-02-16 22:55:20.512186+00
44af71c6-0d63-491a-bf31-68a37ed10b7c,army,15U,CH-47 Helicopter Repairer,"[""Helicopter Mechanic"",""Heavy Lift Aircraft Mechanic"",""Aviation Technician""]",,"[""Aviation"",""Aerospace"",""Logistics""]",[],,2026-02-16 22:55:20.512186+00
44c42db0-fff9-40a0-8b33-800e6a8a1252,navy,IS,Intelligence Specialist,"[""Intelligence Analyst"",""All-Source Analyst"",""Geospatial Analyst"",""CI Analyst"",""Threat Analyst"",""Research Analyst""]","[""13-1161.00"",""33-3021.00""]","[""Intelligence"",""Defense"",""Government"",""Consulting""]","[""Intelligence Analysis"",""OSINT"",""Geospatial Analysis"",""Briefing"",""Report Writing"",""Threat Assessment"",""DCGS""]","Collects, analyzes, and disseminates intelligence",2026-02-15 17:47:32.616746+00
4502905b-7f78-4cb4-a420-f7d045751be4,navy,AE,Aviation Electricians Mate,"[""Aviation Electrician"",""Avionics Technician"",""Electrical Systems Technician"",""Aircraft Electrical Engineer""]","[""49-2091.00"",""17-3023.00""]","[""Aviation"",""Aerospace"",""Electronics""]","[""Avionics"",""Electrical Systems"",""Wiring"",""Circuit Analysis"",""Troubleshooting"",""Test Equipment""]",Maintains aircraft electrical and instrument systems,2026-02-15 17:47:32.616746+00
452b4e06-693a-4ec2-bb35-d3c6aa695be4,usaf,3E4X3,Pest Management,"[""Pest Control Technician"",""Exterminator"",""Pest Management Specialist""]",,"[""Pest Control"",""Property Management"",""Government""]",[],,2026-02-16 22:55:20.512186+00
453d7aa6-4bba-439d-adef-b2d8d274518a,usmc,6124,CH-53 Helicopter Mechanic,"[""Heavy Lift Helicopter Mechanic"",""Aircraft Mechanic""]",,"[""Aviation"",""Aerospace""]",[],,2026-02-16 22:55:20.512186+00
458268cf-cbf8-4053-be3c-f9ecd12b288b,usmc,2146,Main Battle Tank Repairer,"[""Heavy Equipment Mechanic"",""Track Vehicle Technician""]",,"[""Defense"",""Mining"",""Construction""]",[],,2026-02-16 22:55:20.512186+00
46300a69-16e2-49ed-a744-f6d59bc51192,usaf,8B000,Military Training Instructor,"[""Training Instructor"",""Drill Instructor"",""Corporate Trainer"",""Leadership Trainer""]",,"[""Training"",""Education"",""Corporate""]",[],,2026-02-16 22:55:20.512186+00
469564c5-4007-4262-891c-ab371ffe52b6,navy,GM,Gunners Mate,"[""Weapons Specialist"",""Ordnance Technician"",""Armorer"",""Quality Assurance Inspector"",""Safety Compliance Officer""]","[""19-4099.00"",""17-2111.00""]","[""Defense"",""Law Enforcement"",""Security"",""Manufacturing""]","[""Weapons Maintenance"",""Ordnance Handling"",""Safety Compliance"",""Inventory Management"",""Quality Control""]",Maintains and operates naval weapons systems,2026-02-15 17:46:34.592483+00
46fbb1c7-8932-4890-b920-eb226fb00c8e,army,35F,Intelligence Analyst,"[""Intelligence Analyst"",""Research Analyst"",""Threat Analyst"",""Business Intelligence Analyst"",""Data Analyst""]",,"[""Intelligence"",""Defense"",""Finance"",""Consulting"",""Technology""]",[],,2026-02-16 22:55:20.512186+00
473a360f-e215-4fd3-a0b8-02b776dbddad,navy,UT,Utilitiesman,"[""Plumber"",""HVAC Technician"",""Utilities Technician"",""Facilities Mechanic"",""Maintenance Technician""]",,"[""Construction"",""Facilities Management"",""Utilities"",""Government""]",[],,2026-02-16 22:55:20.512186+00
4755b040-c997-460c-acc3-2048ac7cceea,army,94S,Patriot System Repairer,"[""Missile Systems Technician"",""Radar Technician"",""Electronics Technician""]",,"[""Defense"",""Aerospace""]",[],,2026-02-16 22:55:20.512186+00
4811a0b8-bc77-4d7c-82a8-8b43e23f8b03,usaf,2S0X1,Material Management,"[""Supply Chain Specialist"",""Inventory Manager"",""Materials Manager"",""Purchasing Agent""]",,"[""Logistics"",""Manufacturing"",""Retail""]",[],,2026-02-16 22:55:20.512186+00
487e27e6-cf05-4462-88d1-9cc62b56c41c,usaf,9S100,Technical Applications Specialist,"[""Data Scientist"",""Technical Analyst"",""Systems Analyst"",""Research Scientist""]",,"[""Technology"",""Research"",""Defense"",""Intelligence""]",[],,2026-02-16 22:55:20.512186+00
4a15751e-eab1-4d4a-b543-36645414bd25,navy,AD,Aviation Machinist Mate,"[""Aircraft Mechanic"",""A&P Mechanic"",""Jet Engine Technician"",""Powerplant Mechanic"",""Aviation Maintenance Technician""]","[""49-3011.00"",""49-2091.00""]","[""Aviation"",""Aerospace"",""Defense""]","[""Jet Engines"",""Turbine Maintenance"",""A&P License"",""NDI"",""Hydraulics"",""Quality Assurance""]",Maintains aircraft engines and related systems,2026-02-15 17:47:32.616746+00
4b1d5951-137d-4720-a993-3c89f4f030bf,usmc,1391,Bulk Fuel Specialist,"[""Fuel Distribution Specialist"",""Petroleum Technician"",""Terminal Operator""]",,"[""Oil & Gas"",""Transportation""]",[],,2026-02-16 22:55:20.512186+00
4b447389-6c52-4c22-9a20-55db1cace8f0,navy,EN,Engineman,"[""Diesel Mechanic"",""Marine Engineer"",""Power Plant Technician"",""Engine Room Operator"",""Propulsion Technician""]",,"[""Maritime"",""Energy"",""Transportation"",""Manufacturing""]",[],,2026-02-16 22:55:20.512186+00
4c1921e7-ddb6-4392-ae08-d28b85df9d92,army,68G,Patient Administration Specialist,"[""Medical Records Clerk"",""Health Information Technician"",""Medical Office Administrator"",""Patient Services Representative""]",,"[""Healthcare"",""Hospitals"",""Medical Offices""]",[],,2026-02-16 22:55:20.512186+00
4cba2854-c5b8-4665-974e-e4e839444ee7,usmc,3043,Supply Administration and Operations Clerk,"[""Supply Clerk"",""Inventory Specialist"",""Logistics Clerk""]",,"[""Logistics"",""Warehousing"",""Any Industry""]",[],,2026-02-16 22:55:20.512186+00
4d253d71-23d6-4e46-b981-1847fe819213,usmc,5831,Correctional Specialist,"[""Corrections Officer"",""Detention Officer""]",,"[""Corrections"",""Law Enforcement""]",[],,2026-02-16 22:55:20.512186+00
4d423ce4-737d-4866-906b-bc7a614d023f,uscg,ET,Electronics Technician,"[""Electronics Technician"",""Communications Technician"",""Field Service Engineer"",""Radar Technician""]","[""17-3023.00"",""49-2094.00""]","[""Electronics"",""Telecommunications"",""Defense""]","[""Electronics Repair"",""Radar"",""Communications Systems"",""Navigation Aids"",""Calibration"",""Troubleshooting""]",Maintains electronic navigation and communication systems,2026-02-15 17:47:32.616746+00
4e2ac5c0-c73f-4716-925c-227af34adaa3,usaf,2A0X1,Avionics Test Station and Components,"[""Avionics Technician"",""Test Equipment Technician"",""Electronics Technician"",""Calibration Technician""]",,"[""Aviation"",""Aerospace"",""Electronics""]",[],,2026-02-16 22:55:20.512186+00
4e45a9ed-3279-49ce-bc6b-969d3a220688,army,68Q,Pharmacy Specialist,"[""Pharmacy Technician"",""Pharmaceutical Technician"",""Pharmacy Assistant""]",,"[""Healthcare"",""Pharmacy"",""Hospitals"",""Retail Pharmacy""]",[],,2026-02-16 22:55:20.512186+00
4e70aecc-8b9a-4027-bc35-7aab6ba98a3a,uscg,MACH,Machinery Technician,"[""Chief Engineer"",""Marine Engineer"",""Plant Manager"",""Maintenance Director""]",,"[""Maritime"",""Manufacturing"",""Energy""]",[],,2026-02-16 22:55:20.512186+00
4f3765b7-2c2a-4249-ac01-737b227a9c2c,usaf,3E7X1,Fire Protection,"[""Firefighter"",""Fire Inspector"",""Fire Protection Engineer"",""EHS Manager"",""Emergency Manager""]","[""33-2011.00"",""33-2021.00""]","[""Fire Service"",""Government"",""Defense"",""Industrial""]","[""Structural Firefighting"",""Aircraft Rescue"",""HAZMAT"",""Fire Inspection"",""Emergency Management"",""NFPA""]",Manages fire prevention and protection programs,2026-02-15 17:47:32.616746+00
4fae9b1d-cbe7-4125-941c-42b4dfe60f49,army,25Q,Multichannel Transmission Systems Operator-Maintainer,"[""Transmission Technician"",""Network Technician"",""Communications Specialist""]",,"[""Telecommunications"",""Technology""]",[],,2026-02-16 22:55:20.512186+00
4fb81fb8-273a-48de-b939-63725917f9b3,army,35L,Counterintelligence Agent,"[""Counterintelligence Specialist"",""Security Specialist"",""Investigator"",""Threat Analyst""]",,"[""Intelligence"",""Defense"",""Government"",""Corporate Security""]",[],,2026-02-16 22:55:20.512186+00
4fd3ed9e-b4a6-44b6-a799-5394f6509b37,usmc,0612,Field Wireman,"[""Cable Technician"",""Telecommunications Technician"",""Network Installer""]",,"[""Telecommunications"",""Construction""]",[],,2026-02-16 22:55:20.512186+00
517be989-8969-4b09-b11d-611111c398be,usmc,6048,Flight Equipment Technician,"[""Life Support Technician"",""Flight Equipment Specialist""]",,"[""Aviation"",""Aerospace""]",[],,2026-02-16 22:55:20.512186+00
519be932-d3a7-4c18-aba5-442b265bd20c,usaf,3P0X1,Security Forces,"[""Security Manager"",""Law Enforcement Officer"",""Physical Security Specialist"",""Force Protection Manager"",""Corrections Officer""]","[""33-9032.00"",""33-3051.00""]","[""Security"",""Law Enforcement"",""Government""]","[""Force Protection"",""Physical Security"",""Law Enforcement"",""Access Control"",""Investigations"",""Anti-Terrorism""]","Protects personnel, property, and resources",2026-02-15 17:47:32.616746+00
51a885ff-7bdb-4c1c-87a3-60b3c527c3b5,army,14G,Air Defense Battle Management System Operator,"[""Systems Operator"",""Network Administrator"",""Air Traffic Controller""]",,"[""Defense"",""Aviation"",""Technology""]",[],,2026-02-16 22:55:20.512186+00
52b7f105-a29f-4546-bbc7-c087d0b1fdb1,usaf,2T0X1,Traffic Management,"[""Traffic Manager"",""Transportation Coordinator"",""Logistics Specialist"",""Freight Coordinator""]",,"[""Logistics"",""Transportation"",""Shipping""]",[],,2026-02-16 22:55:20.512186+00
52dcb220-e65b-4a68-8355-437f1f70a936,ussf,3F5X1,Administration,"[""Administrative Assistant"",""Executive Assistant"",""Office Manager"",""Administrative Coordinator"",""Program Assistant""]",,"[""Any Industry""]",[],,2026-02-16 22:55:20.512186+00
533e92ac-ccc1-4842-97cd-44eff04de8b2,usaf,3D1X2,Cyber Transport Systems,"[""Network Administrator"",""Network Engineer"",""Systems Administrator"",""Communications Specialist""]",,"[""Technology"",""Telecommunications""]",[],,2026-02-16 22:55:20.512186+00
