id,branch,military_code,military_title,civilian_titles,onet_codes,industries,key_skills,description,created_at
,army,15Y,AH-64D Armament/Electrical/Avionics Systems Repairer,"[""Avionics Technician"",""Weapons Systems Technician"",""Aircraft Electrician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,usaf,3E5X1,Engineering,"[""Civil Engineering Technician"",""Construction Inspector"",""Engineering Technician"",""Project Coordinator""]",,"[""Engineering"",""Construction"",""Government""]",[],,
,navy,AG,Aerographers Mate,"[""Meteorologist"",""Weather Forecaster"",""Environmental Scientist"",""Climate Analyst"",""Oceanographer""]","[""19-2021.00""]","[""Government"",""Energy"",""Aviation"",""Media""]","[""Weather Forecasting"",""Data Analysis"",""Satellite Systems"",""Environmental Analysis"",""Briefing""]",Provides weather and environmental forecasting,
,army,12R,Interior Electrician,"[""Electrician"",""Electrical Contractor"",""Maintenance Electrician"",""Electrical Supervisor""]",,"[""Construction"",""Facilities"",""Manufacturing""]",[],,
,army,14H,Air Defense Enhanced Early Warning Operator,"[""Radar Operator"",""Surveillance Specialist"",""Air Traffic Controller""]",,"[""Defense"",""Aviation""]",[],,
,army,92G,Culinary Specialist,"[""Chef"",""Cook"",""Kitchen Manager"",""Food Service Supervisor"",""Catering Manager""]",,"[""Food Service"",""Hospitality"",""Healthcare"",""Corporate""]",[],,
,ussf,3D1X2,Cyber Transport Systems,"[""Network Administrator"",""Network Engineer"",""Systems Administrator"",""Communications Specialist"",""Infrastructure Engineer""]",,"[""Technology"",""Telecommunications"",""Aerospace""]",[],,
,usaf,2A5X1,Aerospace Maintenance,"[""Aircraft Mechanic"",""Aerospace Technician"",""Aviation Maintenance Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usmc,2141,Assault Amphibious Vehicle Repairer,"[""Heavy Equipment Mechanic"",""Vehicle Technician"",""Diesel Mechanic""]",,"[""Marine"",""Transportation""]",[],,
,uscg,MOPS,Marine Operations,"[""Port Captain"",""Fleet Manager"",""Marine Operations Manager"",""Vessel Operations Director""]",,"[""Maritime"",""Shipping"",""Oil & Gas""]",[],,
,usmc,1171,Water Support Technician,"[""Water Treatment Operator"",""Utilities Technician""]",,"[""Utilities"",""Municipal"",""Environmental""]",[],,
,navy,MN,Mineman,"[""Ordnance Specialist"",""Explosive Handling Specialist"",""Weapons Technician""]",,"[""Defense"",""Mining"",""Security""]",[],,
,usmc,2147,Light Armored Vehicle Repairer,"[""Vehicle Mechanic"",""Automotive Technician""]",,"[""Automotive"",""Defense""]",[],,
,usaf,1B4X1,Cyber Warfare Operations,"[""Cybersecurity Specialist"",""Cyber Operations Specialist"",""Penetration Tester"",""Red Team Operator"",""Offensive Security Analyst""]",,"[""Cybersecurity"",""Defense"",""Technology"",""Consulting""]",[],,
,army,11C,Indirect Fire Infantryman,"[""Security Specialist"",""Weapons Instructor"",""Training Coordinator"",""Security Consultant""]",,"[""Security"",""Defense"",""Training""]",[],,
,navy,CTT,Cryptologic Technician Technical,"[""Electronic Warfare Technician"",""SIGINT Technician"",""RF Technician"",""Systems Analyst""]",,"[""Defense"",""Aerospace"",""Electronics"",""Government""]",[],,
,army,18F,Special Forces Intelligence Sergeant,"[""Intelligence Analyst"",""Security Consultant"",""Threat Analyst"",""Risk Analyst""]",,"[""Intelligence"",""Security"",""Consulting"",""Finance""]",[],,
,army,92S,Shower/Laundry and Clothing Repair Specialist,"[""Laundry Supervisor"",""Textile Repair Specialist"",""Dry Cleaning Manager""]",,"[""Hospitality"",""Healthcare"",""Laundry Services""]",[],,
,usaf,2A6X5,Aircraft Hydraulic Systems,"[""Hydraulic Technician"",""Aircraft Mechanic"",""Hydraulic Systems Specialist""]",,"[""Aviation"",""Aerospace"",""Manufacturing""]",[],,
,army,15U,CH-47 Helicopter Repairer,"[""Helicopter Mechanic"",""Heavy Lift Aircraft Mechanic"",""Aviation Technician""]",,"[""Aviation"",""Aerospace"",""Logistics""]",[],,
,usaf,3E4X3,Pest Management,"[""Pest Control Technician"",""Exterminator"",""Pest Management Specialist""]",,"[""Pest Control"",""Property Management"",""Government""]",[],,
,usmc,6124,CH-53 Helicopter Mechanic,"[""Heavy Lift Helicopter Mechanic"",""Aircraft Mechanic""]",,"[""Aviation"",""Aerospace""]",[],,
,usmc,2146,Main Battle Tank Repairer,"[""Heavy Equipment Mechanic"",""Track Vehicle Technician""]",,"[""Defense"",""Mining"",""Construction""]",[],,
,usaf,8B000,Military Training Instructor,"[""Training Instructor"",""Drill Instructor"",""Corporate Trainer"",""Leadership Trainer""]",,"[""Training"",""Education"",""Corporate""]",[],,
,army,35F,Intelligence Analyst,"[""Intelligence Analyst"",""Research Analyst"",""Threat Analyst"",""Business Intelligence Analyst"",""Data Analyst""]",,"[""Intelligence"",""Defense"",""Finance"",""Consulting"",""Technology""]",[],,
,army,94S,Patriot System Repairer,"[""Missile Systems Technician"",""Radar Technician"",""Electronics Technician""]",,"[""Defense"",""Aerospace""]",[],,
,usaf,2S0X1,Material Management,"[""Supply Chain Specialist"",""Inventory Manager"",""Materials Manager"",""Purchasing Agent""]",,"[""Logistics"",""Manufacturing"",""Retail""]",[],,
,usaf,9S100,Technical Applications Specialist,"[""Data Scientist"",""Technical Analyst"",""Systems Analyst"",""Research Scientist""]",,"[""Technology"",""Research"",""Defense"",""Intelligence""]",[],,
,navy,AD,Aviation Machinist Mate,"[""Aircraft Mechanic"",""A&P Mechanic"",""Jet Engine Technician"",""Powerplant Mechanic"",""Aviation Maintenance Technician""]","[""49-3011.00"",""49-2091.00""]","[""Aviation"",""Aerospace"",""Defense""]","[""Jet Engines"",""Turbine Maintenance"",""A&P License"",""NDI"",""Hydraulics"",""Quality Assurance""]",Maintains aircraft engines and related systems,
,usmc,1391,Bulk Fuel Specialist,"[""Fuel Distribution Specialist"",""Petroleum Technician"",""Terminal Operator""]",,"[""Oil & Gas"",""Transportation""]",[],,
,navy,EN,Engineman,"[""Diesel Mechanic"",""Marine Engineer"",""Power Plant Technician"",""Engine Room Operator"",""Propulsion Technician""]",,"[""Maritime"",""Energy"",""Transportation"",""Manufacturing""]",[],,
,army,68G,Patient Administration Specialist,"[""Medical Records Clerk"",""Health Information Technician"",""Medical Office Administrator"",""Patient Services Representative""]",,"[""Healthcare"",""Hospitals"",""Medical Offices""]",[],,
,usmc,3043,Supply Administration and Operations Clerk,"[""Supply Clerk"",""Inventory Specialist"",""Logistics Clerk""]",,"[""Logistics"",""Warehousing"",""Any Industry""]",[],,
,usmc,5831,Correctional Specialist,"[""Corrections Officer"",""Detention Officer""]",,"[""Corrections"",""Law Enforcement""]",[],,
,uscg,ET,Electronics Technician,"[""Electronics Technician"",""Communications Technician"",""Field Service Engineer"",""Radar Technician""]","[""17-3023.00"",""49-2094.00""]","[""Electronics"",""Telecommunications"",""Defense""]","[""Electronics Repair"",""Radar"",""Communications Systems"",""Navigation Aids"",""Calibration"",""Troubleshooting""]",Maintains electronic navigation and communication systems,
,usaf,2A0X1,Avionics Test Station and Components,"[""Avionics Technician"",""Test Equipment Technician"",""Electronics Technician"",""Calibration Technician""]",,"[""Aviation"",""Aerospace"",""Electronics""]",[],,
,army,68Q,Pharmacy Specialist,"[""Pharmacy Technician"",""Pharmaceutical Technician"",""Pharmacy Assistant""]",,"[""Healthcare"",""Pharmacy"",""Hospitals"",""Retail Pharmacy""]",[],,
,uscg,MACH,Machinery Technician,"[""Chief Engineer"",""Marine Engineer"",""Plant Manager"",""Maintenance Director""]",,"[""Maritime"",""Manufacturing"",""Energy""]",[],,
,usaf,3E7X1,Fire Protection,"[""Firefighter"",""Fire Inspector"",""Fire Protection Engineer"",""EHS Manager"",""Emergency Manager""]","[""33-2011.00"",""33-2021.00""]","[""Fire Service"",""Government"",""Defense"",""Industrial""]","[""Structural Firefighting"",""Aircraft Rescue"",""HAZMAT"",""Fire Inspection"",""Emergency Management"",""NFPA""]",Manages fire prevention and protection programs,
,army,25Q,Multichannel Transmission Systems Operator-Maintainer,"[""Transmission Technician"",""Network Technician"",""Communications Specialist""]",,"[""Telecommunications"",""Technology""]",[],,
,army,35L,Counterintelligence Agent,"[""Counterintelligence Specialist"",""Security Specialist"",""Investigator"",""Threat Analyst""]",,"[""Intelligence"",""Defense"",""Government"",""Corporate Security""]",[],,
,usmc,0612,Field Wireman,"[""Cable Technician"",""Telecommunications Technician"",""Network Installer""]",,"[""Telecommunications"",""Construction""]",[],,
,usmc,6048,Flight Equipment Technician,"[""Life Support Technician"",""Flight Equipment Specialist""]",,"[""Aviation"",""Aerospace""]",[],,
,usaf,3P0X1,Security Forces,"[""Security Manager"",""Law Enforcement Officer"",""Physical Security Specialist"",""Force Protection Manager"",""Corrections Officer""]","[""33-9032.00"",""33-3051.00""]","[""Security"",""Law Enforcement"",""Government""]","[""Force Protection"",""Physical Security"",""Law Enforcement"",""Access Control"",""Investigations"",""Anti-Terrorism""]","Protects personnel, property, and resources",
,army,14G,Air Defense Battle Management System Operator,"[""Systems Operator"",""Network Administrator"",""Air Traffic Controller""]",,"[""Defense"",""Aviation"",""Technology""]",[],,
,usaf,2T0X1,Traffic Management,"[""Traffic Manager"",""Transportation Coordinator"",""Logistics Specialist"",""Freight Coordinator""]",,"[""Logistics"",""Transportation"",""Shipping""]",[],,
,ussf,3F5X1,Administration,"[""Administrative Assistant"",""Executive Assistant"",""Office Manager"",""Administrative Coordinator"",""Program Assistant""]",,"[""Any Industry""]",[],,
,usaf,3D1X2,Cyber Transport Systems,"[""Network Administrator"",""Network Engineer"",""Systems Administrator"",""Communications Specialist""]",,"[""Technology"",""Telecommunications""]",[],,
,usmc,6499,Unmanned Aerial Vehicle Operator,"[""Drone Pilot"",""UAV Operator"",""UAS Pilot"",""Remote Pilot""]",,"[""Aviation"",""Technology"",""Agriculture"",""Film""]",[],,
,army,18B,Special Forces Weapons Sergeant,"[""Security Consultant"",""Weapons Instructor"",""Security Manager"",""Training Director""]",,"[""Security"",""Defense"",""Training"",""Consulting""]",[],,
,navy,IT,Information Systems Technician,"[""Network Administrator"",""Systems Administrator"",""IT Support Specialist"",""Cybersecurity Analyst"",""Network Engineer"",""Help Desk Manager""]","[""15-1244.00"",""15-1231.00"",""15-1232.00""]","[""Technology"",""Defense"",""Telecommunications"",""Government"",""Financial Services""]","[""Network Administration"",""System Security"",""COMSEC"",""Cisco"",""Windows Server"",""Linux"",""Troubleshooting"",""Encryption""]",Operates and maintains Navy communications and IT systems,
,navy,AWO,Naval Aircrewman (Operator),"[""Sensor Operator"",""Intelligence Analyst"",""Surveillance Systems Operator"",""Data Analyst""]","[""13-1161.00""]","[""Defense"",""Intelligence"",""Technology""]","[""Sensor Systems"",""Data Analysis"",""Mission Planning"",""Communications"",""ISR""]",Operates airborne electronic sensors and communication systems,
,navy,LS,Logistics Specialist,"[""Logistics Coordinator"",""Supply Chain Analyst"",""Inventory Manager"",""Purchasing Agent"",""Materials Manager"",""Warehouse Manager""]",,"[""Logistics"",""Retail"",""Manufacturing"",""Government"",""Transportation""]",[],,
,army,68D,Operating Room Specialist,"[""Surgical Technologist"",""Operating Room Technician"",""Scrub Tech""]",,"[""Healthcare"",""Hospitals"",""Surgery Centers""]",[],,
,navy,PS,Personnel Specialist,"[""Human Resources Specialist"",""HR Coordinator"",""Payroll Administrator"",""Benefits Administrator"",""Talent Acquisition Specialist""]","[""13-1071.00"",""13-1141.00"",""43-3051.00""]","[""Any Industry"",""Government"",""Corporate""]","[""Personnel Management"",""Payroll"",""Benefits Administration"",""HRIS"",""Onboarding"",""Separations"",""Records Management""]","Manages personnel records, pay, and benefits",
,usmc,0261,Geographic Intelligence Specialist,"[""GIS Analyst"",""Cartographer"",""Geospatial Specialist""]",,"[""Government"",""Technology"",""Engineering""]",[],,
,usmc,1371,Combat Engineer,"[""Construction Supervisor"",""Construction Manager"",""Demolition Specialist""]",,"[""Construction"",""Government""]",[],,
,army,68M,Nutrition Care Specialist,"[""Dietetic Technician"",""Nutrition Assistant"",""Food Service Supervisor""]",,"[""Healthcare"",""Food Service"",""Hospitals""]",[],,
,usaf,4N0X1,Aerospace Medical Service,"[""Medical Assistant"",""EMT"",""Medical Technician"",""Healthcare Technician""]",,"[""Healthcare"",""Emergency Services"",""Aviation""]",[],,
,army,68B,Orthopedic Specialist,"[""Orthopedic Technician"",""Cast Technician"",""Orthopedic Assistant""]",,"[""Healthcare"",""Orthopedics""]",[],,
,usmc,0811,Field Artillery Cannoneer,"[""Operations Specialist"",""Logistics Coordinator"",""Team Lead"",""Technical Specialist""]","[""11-1021.00""]","[""Defense"",""Logistics"",""Management""]","[""Artillery Operations"",""Logistics"",""Team Leadership"",""Communication"",""Equipment Maintenance""]",Operates and maintains artillery weapons systems,
,usaf,4H0X1,Cardiopulmonary Laboratory,"[""Cardiovascular Technologist"",""EKG Technician"",""Pulmonary Function Technologist""]",,"[""Healthcare"",""Hospitals"",""Cardiology""]",[],,
,usaf,3D1X1,Client Systems,"[""IT Support Specialist"",""Desktop Support Technician"",""Help Desk Technician"",""Systems Administrator""]",,"[""Technology"",""Any Industry""]",[],,
,usaf,2W1X1,Aircraft Armament Systems,"[""Armament Technician"",""Weapons Systems Technician"",""Aircraft Weapons Specialist""]",,"[""Defense"",""Aerospace""]",[],,
,army,25L,Cable Systems Installer-Maintainer,"[""Cable Technician"",""Network Cable Installer"",""Telecommunications Technician"",""Low Voltage Technician""]",,"[""Telecommunications"",""Construction"",""Technology""]",[],,
,usaf,2T1X1,Vehicle Operations,"[""Fleet Manager"",""Transportation Supervisor"",""Dispatcher"",""Commercial Driver""]",,"[""Transportation"",""Logistics"",""Government""]",[],,
,navy,OS,Operations Specialist,"[""Operations Coordinator"",""Air Traffic Controller"",""Logistics Coordinator"",""Intelligence Analyst"",""Operations Analyst""]","[""53-2021.00"",""13-1081.00""]","[""Defense"",""Aviation"",""Transportation"",""Logistics""]","[""Radar Operations"",""Air Traffic Control"",""Tactical Communications"",""Data Analysis"",""Watch Standing""]",Operates radar and communication systems for tactical operations,
,usaf,1A0X1,In-Flight Refueling,"[""Flight Engineer"",""Aerial Refueling Operator"",""Aviation Operations Specialist""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,ussf,SF-LNCH,Launch Operations,"[""Launch Controller"",""Range Safety Officer"",""Launch Operations Specialist""]",,"[""SpaceX"",""ULA"",""Rocket Lab"",""Blue Origin""]",[],,
,usaf,2W2X1,Nuclear Weapons,"[""Nuclear Security Specialist"",""Nuclear Technician"",""Security Specialist""]",,"[""Energy"",""Defense"",""Security""]",[],,
,navy,HT,Hull Maintenance Technician,"[""Welder"",""Pipefitter"",""Sheet Metal Worker"",""Marine Welder"",""Maintenance Mechanic"",""Plumber""]",,"[""Manufacturing"",""Shipbuilding"",""Construction"",""Oil & Gas""]",[],,
,usaf,3F0X1,Personnel,"[""HR Specialist"",""Personnel Specialist"",""HR Generalist"",""Benefits Administrator""]",,"[""Human Resources"",""Any Industry""]",[],,
,usaf,3E9X1,Emergency Management,"[""Emergency Manager"",""Emergency Preparedness Coordinator"",""Disaster Recovery Specialist"",""Business Continuity Planner""]",,"[""Government"",""Healthcare"",""Corporate"",""Emergency Services""]",[],,
,usmc,3529,Motor Transport Operator,"[""Truck Driver"",""CDL Driver"",""Fleet Driver""]",,"[""Transportation"",""Logistics""]",[],,
,usaf,3F1X1,Services,"[""Food Service Manager"",""Hospitality Manager"",""Recreation Director"",""Lodging Manager""]",,"[""Food Service"",""Hospitality"",""Recreation""]",[],,
,navy,AZ,Aviation Maintenance Administrationman,"[""Maintenance Administrator"",""Production Control Clerk"",""Logistics Coordinator"",""Materials Manager"",""Maintenance Planner""]",,"[""Aviation"",""Manufacturing"",""Logistics"",""Transportation""]",[],,
,usmc,0621,Field Radio Operator,"[""Communications Technician"",""Radio Frequency Engineer"",""Telecommunications Specialist"",""Network Technician""]","[""27-3012.00"",""17-3023.00""]","[""Telecommunications"",""Defense"",""Technology""]","[""Radio Communications"",""COMSEC"",""Antenna Theory"",""Troubleshooting"",""Signal Processing"",""Encryption""]","Installs, operates, and maintains radio communications equipment",
,navy,AWF,Naval Aircrewman (Mechanical),"[""Flight Engineer"",""Aircraft Systems Operator"",""In-Flight Technician""]","[""53-2012.00""]","[""Aviation"",""Defense""]","[""In-Flight Operations"",""Aircraft Systems"",""Emergency Procedures"",""Mission Planning""]",In-flight mission systems operator and aircraft mechanic,
,usaf,4E0X1,Public Health,"[""Public Health Technician"",""Health Educator"",""Community Health Worker"",""Epidemiology Technician""]",,"[""Public Health"",""Government"",""Healthcare""]",[],,
,usmc,6317,Aircraft Communications/Navigation/Radar Systems Technician,"[""Radar Technician"",""Avionics Technician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,army,27D,Paralegal Specialist,"[""Paralegal"",""Legal Assistant"",""Legal Secretary"",""Litigation Support Specialist""]",,"[""Legal"",""Government"",""Corporate""]",[],,
,usaf,3E2X1,Pavement and Construction Equipment,"[""Heavy Equipment Operator"",""Construction Equipment Operator"",""Paving Specialist""]",,"[""Construction"",""Government"",""Infrastructure""]",[],,
,usmc,0341,Mortarman,"[""Security Specialist"",""Training Instructor"",""Heavy Equipment Operator""]",,"[""Security"",""Defense"",""Training""]",[],,
,usaf,1N1X1,Geospatial Intelligence,"[""Geospatial Analyst"",""Imagery Analyst"",""GIS Specialist"",""Remote Sensing Analyst""]",,"[""Intelligence"",""Government"",""Technology"",""Environmental""]",[],,
,usaf,4C0X1,Mental Health Service,"[""Mental Health Technician"",""Behavioral Health Technician"",""Psychiatric Technician"",""Case Manager""]",,"[""Healthcare"",""Mental Health"",""Social Services""]",[],,
,army,11B,Infantryman,"[""Security Specialist"",""Law Enforcement Officer"",""Security Manager"",""Protective Services"",""Security Consultant"",""Park Ranger""]",,"[""Security"",""Law Enforcement"",""Government"",""Private Security""]",[],,
,army,35M,Human Intelligence Collector,"[""Intelligence Analyst"",""Investigator"",""Interviewer"",""Research Specialist""]",,"[""Intelligence"",""Government"",""Consulting"",""Law Enforcement""]",[],,
,navy,MT,Missile Technician,"[""Missile Systems Technician"",""Aerospace Technician"",""Weapons Systems Technician"",""Test Technician""]",,"[""Defense"",""Aerospace"",""Government""]",[],,
,usmc,1721,Cyberspace Warfare Operator,"[""Cyber Operations Specialist"",""Penetration Tester"",""Red Team Operator"",""SOC Analyst""]","[""15-1212.00""]","[""Cybersecurity"",""Defense"",""Technology""]","[""Offensive Cyber"",""Penetration Testing"",""Network Defense"",""Exploit Development"",""Python"",""Linux""]",Conducts offensive and defensive cyberspace operations,
,usaf,1C4X1,Tactical Air Control Party,"[""Tactical Coordinator"",""Security Specialist"",""Operations Coordinator""]",,"[""Defense"",""Security""]",[],,
,usaf,8R000,Recruiter,"[""Recruiter"",""Talent Acquisition Specialist"",""HR Recruiter"",""Staffing Specialist""]",,"[""Human Resources"",""Staffing"",""Any Industry""]",[],,
,army,56M,Chaplain Assistant,"[""Religious Program Coordinator"",""Administrative Assistant"",""Community Outreach Coordinator""]",,"[""Religious Organizations"",""Non-Profit"",""Social Services""]",[],,
,usmc,8411,Recruiter,"[""Recruiter"",""Talent Acquisition Specialist"",""Staffing Specialist""]",,"[""Human Resources"",""Staffing"",""Any Industry""]",[],,
,navy,ND,Navy Diver,"[""Commercial Diver"",""Diving Supervisor"",""Underwater Welder"",""Salvage Diver"",""Marine Surveyor""]","[""49-9092.00""]","[""Marine"",""Oil & Gas"",""Construction"",""Salvage""]","[""Mixed Gas Diving"",""Underwater Welding"",""Salvage Operations"",""Ship Husbandry"",""Hyperbaric Operations""]","Performs underwater ship maintenance, salvage, and construction",
,usmc,6461,Aviation Ordnance Technician,"[""Ordnance Technician"",""Weapons Specialist""]",,"[""Defense"",""Aviation""]",[],,
,army,68X,Behavioral Health Specialist,"[""Mental Health Technician"",""Behavioral Health Technician"",""Psychiatric Technician"",""Counselor Assistant""]",,"[""Healthcare"",""Mental Health"",""Social Services""]",[],,
,usmc,3531,Motor Vehicle Operator,"[""Commercial Driver"",""Delivery Driver"",""Vehicle Operator""]",,"[""Transportation"",""Logistics"",""Delivery""]",[],,
,usaf,9L000,Interpreter/Translator,"[""Interpreter"",""Translator"",""Linguist"",""Language Specialist""]",,"[""Translation Services"",""Government"",""Healthcare"",""Legal""]",[],,
,ussf,3D0X3,Cyber Surety,"[""Information Security Analyst"",""Security Administrator"",""Compliance Analyst"",""IT Auditor"",""Cybersecurity Engineer""]",,"[""Technology"",""Aerospace"",""Finance"",""Government""]",[],,
,uscg,DC,Damage Controlman,"[""Firefighter"",""Plumber"",""Pipefitter"",""HAZMAT Technician"",""Safety Manager"",""Fire Inspector"",""Industrial Firefighter""]",,"[""Fire Service"",""Construction"",""Oil & Gas"",""Manufacturing"",""Facilities""]",[],,
,usaf,2T2X1,Air Transportation,"[""Air Cargo Specialist"",""Freight Handler"",""Air Transportation Specialist"",""Load Planner""]",,"[""Aviation"",""Logistics"",""Transportation""]",[],,
,navy,MA,Master-at-Arms,"[""Security Officer"",""Police Officer"",""Loss Prevention Specialist"",""Security Manager"",""Corrections Officer"",""Federal Agent""]",,"[""Security"",""Law Enforcement"",""Government"",""Corporate Security""]",[],,
,uscg,INV,Investigator,"[""Special Agent"",""Criminal Investigator"",""Fraud Investigator"",""Security Investigator""]",,"[""Law Enforcement"",""Security"",""Insurance"",""Government""]",[],,
,usaf,1C2X1,Combat Control,"[""Air Traffic Controller"",""Security Consultant"",""Operations Specialist"",""Tactical Controller""]",,"[""Aviation"",""Security"",""Defense""]",[],,
,usaf,1A2X1,Aircraft Loadmaster,"[""Loadmaster"",""Cargo Specialist"",""Air Freight Coordinator"",""Logistics Specialist""]",,"[""Aviation"",""Logistics"",""Transportation""]",[],,
,usaf,3N0X5,Photojournalist,"[""Photojournalist"",""Photographer"",""Videographer"",""Visual Journalist""]",,"[""Media"",""News"",""Marketing""]",[],,
,usaf,2A3X3,Tactical Aircraft Maintenance,"[""Aircraft Maintenance Technician"",""Aviation Maintenance Manager"",""A&P Mechanic"",""Maintenance Planner"",""Quality Assurance Inspector""]","[""49-3011.00"",""49-2091.00""]","[""Aerospace"",""Aviation"",""Defense"",""Manufacturing""]","[""Aircraft Maintenance"",""Avionics"",""Technical Orders"",""FOD Prevention"",""Inspections"",""Tool Control"",""Safety Compliance""]",Maintains tactical aircraft systems,
,navy,AWR,Naval Aircrewman (Helicopter),"[""Search and Rescue Technician"",""Emergency Medical Technician"",""Helicopter Crew Chief"",""Flight Paramedic""]","[""29-2041.00"",""53-2012.00""]","[""Emergency Services"",""Aviation"",""Healthcare""]","[""Search and Rescue"",""Emergency Medicine"",""Helicopter Operations"",""Swimmer Rescue"",""Patient Care""]",Performs search and rescue and helicopter aircrewing,
,navy,CE,Construction Electrician,"[""Electrician"",""Electrical Contractor"",""Electrical Foreman"",""Building Maintenance Electrician"",""Power Distribution Technician""]","[""47-2111.00""]","[""Construction"",""Utilities"",""Facilities""]","[""Electrical Wiring"",""Power Distribution"",""NEC Code"",""Motor Controls"",""Transformers"",""Generators""]","Builds, maintains, and operates electrical power systems",
,uscg,DIVER,Diver,"[""Commercial Diver"",""Diving Supervisor"",""Underwater Welder"",""Salvage Diver""]",,"[""Oil & Gas"",""Construction"",""Salvage"",""Marine""]",[],,
,uscg,IT,Information Systems Technician,"[""Network Administrator"",""Systems Administrator"",""IT Specialist"",""Cybersecurity Specialist"",""Help Desk Technician""]",,"[""Technology"",""Government"",""Any Industry""]",[],,
,ussf,6C0X1,Contracting,"[""Contract Specialist"",""Procurement Specialist"",""Contracting Officer"",""Acquisitions Specialist"",""Contract Manager""]",,"[""Government"",""Defense"",""Aerospace"",""Procurement""]",[],,
,usmc,0121,Personnel Clerk,"[""HR Clerk"",""Personnel Specialist"",""HR Assistant""]",,"[""Human Resources"",""Any Industry""]",[],,
,usaf,6C0X1,Contracting,"[""Contract Specialist"",""Procurement Specialist"",""Contracting Officer"",""Purchasing Agent""]",,"[""Government"",""Defense"",""Procurement""]",[],,
,ussf,3D0X2,Cyber Systems Operations,"[""Systems Administrator"",""Network Administrator"",""IT Specialist"",""Cybersecurity Specialist"",""Cloud Systems Administrator""]",,"[""Technology"",""Aerospace"",""Government"",""Any Industry""]",[],,
,usaf,3E1X1,"Heating, Ventilation, Air Conditioning, Refrigeration (HVAC-R)","[""HVAC Technician"",""Refrigeration Technician"",""HVAC Mechanic"",""Facilities Technician""]",,"[""HVAC"",""Facilities"",""Construction""]",[],,
,usmc,0241,Imagery Analysis Specialist,"[""Imagery Analyst"",""Geospatial Analyst"",""GIS Analyst""]",,"[""Intelligence"",""Government"",""Technology""]",[],,
,army,12B,Combat Engineer,"[""Construction Manager"",""Demolition Specialist"",""Heavy Equipment Operator"",""Project Coordinator""]","[""47-2061.00"",""47-2073.00""]","[""Construction"",""Mining"",""Government""]","[""Construction"",""Demolition"",""Heavy Equipment"",""Route Clearance"",""Blueprint Reading"",""Project Management""]",Performs combat and general engineering operations,
,usaf,2R1X1,Maintenance Management Production,"[""Production Controller"",""Maintenance Manager"",""Operations Supervisor"",""Production Planner""]",,"[""Manufacturing"",""Aviation"",""Logistics""]",[],,
,army,13B,Cannon Crewmember,"[""Security Specialist"",""Heavy Equipment Operator"",""Training Instructor""]",,"[""Security"",""Defense"",""Training""]",[],,
,navy,MM,Machinists Mate,"[""Marine Engineer"",""Machinist"",""Mechanical Maintenance Technician"",""Boiler Technician"",""Steam Plant Operator"",""Power Plant Operator""]","[""51-4041.00"",""51-8013.00"",""49-9041.00""]","[""Manufacturing"",""Energy"",""Marine"",""Utilities""]","[""Steam Propulsion"",""CNC"",""Lathe"",""Precision Machining"",""Boilers"",""Pumps"",""Valves"",""Hydraulics""]",Operates and maintains ship propulsion and auxiliary systems,
,usmc,6311,Aircraft Communications/Navigation Systems Technician,"[""Avionics Technician"",""Navigation Systems Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usmc,3381,Food Service Specialist,"[""Food Service Manager"",""Chef"",""Kitchen Manager"",""Catering Manager""]","[""35-1012.00""]","[""Hospitality"",""Food Service""]","[""Food Preparation"",""Menu Planning"",""Food Safety"",""Inventory"",""Budget Management"",""ServSafe""]",Manages food service operations,
,navy,ABH,Aviation Boatswains Mate (Handling),"[""Aircraft Handler"",""Ramp Operations Manager"",""Aviation Safety Coordinator"",""Crash/Rescue Firefighter""]","[""53-2022.00""]","[""Aviation"",""Emergency Services""]","[""Aircraft Handling"",""Crash Rescue"",""Fire Fighting"",""Safety"",""Flight Deck Operations""]",Directs aircraft movement and provides crash/rescue firefighting,
,army,88L,Watercraft Engineer,"[""Marine Engineer"",""Marine Mechanic"",""Vessel Engineer""]",,"[""Maritime"",""Shipping"",""Transportation""]",[],,
,army,38B,Civil Affairs Specialist,"[""Government Relations Specialist"",""Community Liaison"",""Program Coordinator"",""International Development Specialist""]",,"[""Government"",""Non-Profit"",""International Development"",""Public Affairs""]",[],,
,ussf,3D0X4,Computer Systems Programming,"[""Software Developer"",""Programmer"",""Application Developer"",""Software Engineer"",""Systems Developer""]",,"[""Technology"",""Aerospace"",""Defense""]",[],,
,army,15R,AH-64 Attack Helicopter Repairer,"[""Helicopter Mechanic"",""Aircraft Mechanic"",""Aviation Maintenance Technician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,usmc,5811,Military Police,"[""Police Officer"",""Security Officer"",""Corrections Officer""]",,"[""Law Enforcement"",""Security"",""Government""]",[],,
,usaf,4A2X1,Biomedical Equipment,"[""Biomedical Equipment Technician"",""BMET"",""Clinical Engineer"",""Medical Equipment Technician""]",,"[""Healthcare"",""Medical Device"",""Hospitals""]",[],,
