id,military_term,civilian_equivalent,context,category,example_military,example_civilian,created_at
4223f176-cfd5-4fc6-a950-7525f1c006f4,threat hunting,proactive threat detection / advanced threat search,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
423ce2db-ea9d-47c3-a0e3-f5c57e297b3f,SERE,"survival, evasion, resistance, escape / captivity survival training",general,Special Operations,,,2026-02-18 14:03:12.64537+00
42686fac-6ff2-4ad7-be6e-9052e951c3c4,BRAC,Base Realignment and Closure,general,Acronym,,,2026-02-16 22:55:39.300706+00
4286bb89-4ed8-4dfd-ac33-b75b0c80be33,headquarters,corporate office / main office,general,Term,,,2026-02-16 22:55:39.300706+00
42ef0a8d-276f-4b6e-8499-5912697ae5a6,pre-brief,pre-event planning meeting,general,communication,,,2026-02-15 17:47:32.616746+00
4317404c-4503-43d6-86de-c39008b0ca65,quarters,housing / living space,general,Term,,,2026-02-16 22:55:28.448755+00
434504a1-4dbe-4c7e-b5c8-52560ff38843,joint duty,inter-agency assignment,general,Term,,,2026-02-16 22:55:39.300706+00
43499e06-67a1-4697-8141-6b3335c68511,AO,area of operations / assigned region,general,Acronym,,,2026-02-16 22:55:28.448755+00
4357b1d9-ca7a-43ec-83ec-c58ab0ab31fe,blue team,friendly/defensive team,general,Term,,,2026-02-18 01:13:54.18454+00
435d1035-b4d6-4816-b9c2-b8ee44fde32f,muster report,attendance report,navy,admin,,,2026-02-15 17:47:32.616746+00
43868dd0-0b29-4b76-bc86-6434e37a734a,ROTC,Reserve Officers' Training Corps,general,Acronym,,,2026-02-16 22:55:28.448755+00
4408cdd0-12ba-4b5d-b7b7-afd315565ba8,service record,personnel file / employee record,general,Term,,,2026-02-16 22:55:28.448755+00
448779b1-664d-4cd6-b5ca-40e476ce4018,SSgt (Staff Sergeant),Senior Supervisor,usmc,Rank,,,2026-02-16 22:55:28.448755+00
449959d2-b7a0-4fb2-8d04-2e3fbcfb038f,red team,offensive security testing team,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
44bf5fa8-c3e2-4da1-a7c2-547dae5c59c8,SATCOM,satellite communications / long-range wireless connectivity,communications,Communications,,,2026-02-18 14:03:12.64537+00
452749ae-ecca-42d0-817a-d2a584510205,CBRN equipment,hazardous materials handling equipment,general,Equipment,,,2026-02-16 22:55:28.448755+00
452f824d-bba0-4a66-8ad4-3d5e20f98b8d,sortie,single flight mission / individual flight operation,aviation,Aviation,,,2026-02-18 14:03:12.64537+00
457be135-407f-4d68-9621-5a1d202c4595,IRR,Individual Ready Reserve,general,Acronym,,,2026-02-16 22:55:28.448755+00
4591b63d-3838-4ae8-ba1d-e7d350c072cb,gear adrift,unsecured/disorganized equipment,navy,operations,,,2026-02-15 17:47:32.616746+00
4598f0b5-157a-4d7c-9b22-2a6df2271e02,tradecraft,operational techniques / professional methodology,intelligence,Intelligence,,,2026-02-18 14:03:12.64537+00
45f9b451-a188-424f-9f17-85de86d35e68,COP,combat outpost / remote site,army,operations,,,2026-02-15 17:47:32.616746+00
46be5e84-f945-49f9-91eb-43ea4395a042,SEAL,"Sea, Air, and Land operator / Navy special operator",general,Special Operations,,,2026-02-18 14:03:12.64537+00
46d94ca0-2860-4db8-9846-8232e54d3273,ASL,authorized stockage list / approved inventory catalog,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
474d53b1-0dd7-4e44-8ae3-b6437bf21959,PV2 (Private Second Class),Junior Staff Member,army,Rank,,,2026-02-16 22:55:39.300706+00
476fadce-33b2-48ab-a1d0-3f952cffab1e,S6,Communications section / IT department,general,Acronym,,,2026-02-16 22:55:39.300706+00
4777478e-df71-4825-b225-2249d12e2b1f,intrusion detection,unauthorized access monitoring,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
47a84ae5-ecd8-4460-97cd-0046f3736142,TPOC,technical point of contact / subject matter liaison,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
47b8d20b-ec85-43bf-8dad-45bc730fa7c5,personnel recovery,search and rescue / missing person recovery,general,Special Operations,,,2026-02-18 14:03:12.64537+00
47e8b0d5-0cf2-448f-905d-ae6613946ff6,recall,emergency callback / urgent summons,general,Term,,,2026-02-16 22:55:39.300706+00
482516e1-b3d5-473b-9087-5ec1c1773f84,proficiency,skill level / competency,general,Term,,,2026-02-16 22:55:28.448755+00
485da964-5f6d-48bd-bc44-aba00f798965,fit for duty,medically cleared for work,medical,Medical,,,2026-02-18 14:03:12.64537+00
48606b65-dd83-4921-8667-96d41254ce1a,field fortification,defensive structure construction,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
4873ac7c-87c8-46c7-a3f0-402ce39f91c7,SFC (Sergeant First Class),Manager / Operations Supervisor,army,Rank,,,2026-02-16 22:55:28.448755+00
48954829-a32b-4f60-a279-9cc301866a59,SOCOM,Special Operations Command / elite forces headquarters,general,Special Operations,,,2026-02-18 14:03:12.64537+00
48a65e26-7b79-428f-81c8-e89455ae85e5,COB,chief of the boat / senior enlisted advisor,navy,leadership,,,2026-02-15 17:47:32.616746+00
491fd7d2-979f-4a30-b1ff-1643ed6a355f,flight chief,section manager,usaf,leadership,,,2026-02-15 17:46:34.592483+00
4947a268-192a-4a4f-88a5-c1fd21fdff32,duty,shift / on-call responsibility,general,Term,,,2026-02-16 22:55:28.448755+00
497f09df-792d-4244-89c0-00ba0c4bc8a0,forensics,digital investigation / evidence analysis,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
498e1c57-4de6-4f22-957b-80434d329dcc,TECHINT,technical intelligence / technology assessment,intelligence,Intelligence,,,2026-02-18 14:03:12.64537+00
49b0dcb8-704c-4b28-8260-b7a34901bf6d,JTAC,joint terminal attack controller / air strike director,general,Special Operations,,,2026-02-18 14:03:12.64537+00
49cd2250-1c07-4a19-89fa-e4f4a58fa910,broadening assignment,rotational assignment / developmental role,general,Term,,,2026-02-16 22:55:28.448755+00
49e5c734-d41d-47f2-aedb-4e9ac5e353ac,information operations,information warfare / influence campaign management,general,Special Operations,,,2026-02-18 14:03:12.64537+00
4a0b2571-67c2-4293-8ada-7778f3f1ca03,UIC,Unit Identification Code,general,Acronym,,,2026-02-16 22:55:39.300706+00
4a18beb7-842c-4f39-89bc-ffca7c871bfc,theater,region / operational area,general,Term,,,2026-02-16 22:55:39.300706+00
4a1f53ce-878e-4175-b16c-6747f022b19e,JQR,Job Qualification Requirements,general,Acronym,,,2026-02-16 22:55:28.448755+00
4a3667ac-f937-4fbe-8027-68604936a682,shelf life,expiration period / usable lifespan,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
4a55dd1c-4d7c-44de-a58d-63d02ef30ccd,CONUS,continental United States / domestic,general,Acronym,,,2026-02-16 22:55:39.300706+00
4a7b87c0-5f84-4c7d-b8fa-b013ad679bfa,PCS,organizational transfer,general,operations,,,2026-02-15 17:46:34.592483+00
4b07cfa4-fb9e-4fe6-aa03-5896fe425ab9,MIA,missing in action,general,Acronym,,,2026-02-16 22:55:28.448755+00
4b08430e-e933-4768-b9ad-af593d6da680,PT,physical fitness program,general,training,,,2026-02-15 17:46:34.592483+00
4b3ec5e4-85fa-4d1f-b841-c85087490efb,XO,Executive Officer / deputy director / second-in-command,general,Acronym,,,2026-02-16 22:55:28.448755+00
4b57a6a4-4f56-421e-89f8-32ff7b303920,LCPO,Lead Chief Petty Officer / department supervisor,general,Acronym,,,2026-02-16 22:55:28.448755+00
4b8da915-e0c1-4a73-8a1c-9f9792de7e64,medical hold,extended medical observation / medical administrative hold,medical,Medical,,,2026-02-18 14:03:12.64537+00
4b976597-ca05-42df-bab1-586ce3cfc275,bridging,cross-training / transitional training,general,Term,,,2026-02-16 22:55:28.448755+00
4ba4f33f-280f-4fea-98dc-039d52f2d69e,SCPO (Senior Chief Petty Officer),Senior Manager,uscg,Rank,,,2026-02-16 22:55:39.300706+00
4bc82b80-3005-42a6-8742-7127cad06ff7,FITREP,fitness report / officer performance review,general,Acronym,,,2026-02-16 22:55:39.300706+00
4bd206d9-1c9b-4dc4-9fac-ddd14d0382e2,high-speed,high performer / exceptional employee,general,Term,,,2026-02-18 01:13:54.18454+00
4bd251d8-e718-4d98-ab0b-fd3fc188bad8,FID,foreign internal defense / partner nation military advising,general,Special Operations,,,2026-02-18 14:03:12.64537+00
4c2ec36e-6779-4dc9-8db7-cb7e45fd082e,tech school,technical training school,usaf,training,,,2026-02-15 17:47:32.616746+00
4c4ced5b-8f51-424a-955b-32be9ceb6d2e,space,room / area / workspace,general,Term,,,2026-02-16 22:55:28.448755+00
4c66b11c-31cf-4929-b8b9-be055f4c106e,shore duty,office-based assignment / non-deployable role,general,Term,,,2026-02-16 22:55:39.300706+00
4c81aa76-5216-4a05-975c-aafbb8945f12,AT,annual training,general,Acronym,,,2026-02-16 22:55:39.300706+00
4cd952cf-6c10-43bd-ae30-dc76a1b3a600,MARSOC,Marine Forces Special Operations Command,general,Special Operations,,,2026-02-18 14:03:12.64537+00
4ce8dfb7-e6de-4b05-bfa6-25179eb0f48a,MCO,Marine Corps Order / policy directive,general,Acronym,,,2026-02-16 22:55:39.300706+00
4d24c6e1-abcc-4eab-94e6-f99c9187e6a4,NSN,National Stock Number / part number,general,Acronym,,,2026-02-16 22:55:39.300706+00
4d30ea20-f566-4355-89db-02d26980e1ab,starboard,right side,navy,general,,,2026-02-15 17:47:32.616746+00
4d48dccb-a374-4478-90d2-f468a1b72bc0,inport,at home location,navy,operations,,,2026-02-15 17:47:32.616746+00
4db330cb-1377-4489-9f49-8366b78a35f8,power of attorney,legal authorization document,legal,Legal,,,2026-02-18 14:03:12.64537+00
4de54f31-54d0-4426-bacb-a5dd7dd342e8,AFI,policy instruction,usaf,admin,,,2026-02-15 17:46:34.592483+00
4de638fe-6114-4819-b90c-9a0238f23ad2,Cpl (Corporal),Team Leader,usmc,Rank,,,2026-02-16 22:55:39.300706+00
4e5cfde5-0782-4238-b03a-cf6c1b650fe5,bolter,missed approach / failed landing attempt,aviation,Aviation,,,2026-02-18 14:03:12.64537+00
4ea38ad5-250e-4506-8934-c09bbed5de09,force protection,facility security / workplace safety,general,Term,,,2026-02-16 22:55:39.300706+00
4f189398-826d-4d43-9d21-8e32c7f06359,branch manager,career assignment officer,army,admin,,,2026-02-15 17:47:32.616746+00
4f2415bf-db7b-45b3-ac54-41a96eeb8085,duty,shift / on-call responsibility,general,Term,,,2026-02-16 22:55:39.300706+00
4f2783e0-d464-410b-b2e4-fec2271a7549,tracking,understood / following along,general,Term,,,2026-02-18 01:13:54.18454+00
4f51416b-2fe8-4861-b2de-6f4134ec4a8b,material condition,equipment status / asset readiness,general,Term,,,2026-02-16 22:55:28.448755+00
4fa17b1a-cf59-4384-bf8d-54bc72d8a528,end strength,headcount / staffing level,general,Term,,,2026-02-16 22:55:39.300706+00
4fbf2a97-39d4-42d5-b57f-d942373b95d6,CMEO,equal opportunity program manager,navy,admin,,,2026-02-15 17:46:34.592483+00
4fe54c07-32d0-4289-a4ae-bf43444d1629,SECNAV,Secretary of the Navy,general,Acronym,,,2026-02-16 22:55:39.300706+00
500867c6-4d9d-4316-af74-87bd0f29f21b,3M,Maintenance Management Program,navy,technical,Managed 3M program for 200+ equipment items,Managed preventive maintenance program for 200+ equipment items valued at $5M,2026-02-15 17:46:34.592483+00
502cb5c5-9eae-4627-936c-d522c02c865d,1stLt (First Lieutenant),Manager,usmc,Rank,,,2026-02-16 22:55:28.448755+00
50414b6e-3467-48c0-9834-2e99f2226ef4,strike group,combined operations task force,general,Unit Type,,,2026-02-16 22:55:39.300706+00
504e7d34-8293-4343-a283-73d63d8a220b,Capt (Captain),Senior Manager,usmc,Rank,,,2026-02-16 22:55:39.300706+00
50902295-102b-45e2-817b-e71cda91fdda,PQS,Personnel Qualification Standards / certification requirements,general,Acronym,,,2026-02-16 22:55:39.300706+00
50938b33-16a7-43ab-b49a-43ee0bd187f1,workup,preparation / training cycle,general,Term,,,2026-02-16 22:55:39.300706+00
512a8e83-890b-4e64-a636-b05330f21d14,TTPs,tactics techniques and procedures / best practices,general,operations,,,2026-02-15 17:47:32.616746+00
51c019df-c1fe-4ed5-8323-9ed268ac4471,FRG,Family Readiness Group,general,Acronym,,,2026-02-16 22:55:39.300706+00
51df6e91-a9dc-4389-ac09-ca7080d80068,non-expendable,accountable property / tracked assets,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
5209b1b8-5648-45b6-bdc6-221bfeafe04b,NAF,Non-Appropriated Fund,general,Acronym,,,2026-02-16 22:55:39.300706+00
524225df-4884-418f-994c-4e8b78c060ed,ashore,land-based / office environment,general,Term,,,2026-02-16 22:55:28.448755+00
525e9f69-914e-49dd-80b4-f8e67a9378b1,endstate,desired outcome / final objective,general,Term,,,2026-02-18 01:13:54.18454+00
527c839b-78ba-4ef6-8266-5df0dd8b3edd,taps,end of day / lights out,general,Term,,,2026-02-16 22:55:39.300706+00
5297f220-5acb-45ee-b23d-8272171e2e77,moored,docked / stationary,navy,operations,,,2026-02-15 17:47:32.616746+00
52bc526d-b31f-46f5-8055-ca5d482fb7c3,GCSS,Global Combat Support System,general,Acronym,,,2026-02-16 22:55:39.300706+00
52bf15e9-2bf3-40a9-b095-04d9019f0519,post,position / station / assignment,general,Term,,,2026-02-16 22:55:28.448755+00
531980c0-f438-4759-b2c9-ab0bb9422661,SIQ,Sick in Quarters / medical leave,general,Acronym,,,2026-02-16 22:55:28.448755+00
5340efc5-0989-41f0-80c7-45c1d3a5e575,rifle range,training facility / shooting range,general,Term,,,2026-02-16 22:55:28.448755+00
538396fb-c299-486a-8fd9-98ed97470efd,JIOC,joint intelligence operations center / combined analysis facility,intelligence,Intelligence,,,2026-02-18 14:03:12.64537+00
53942512-fd1a-4d0c-ba75-c2b71ff136c5,SOY,Employee of the Year,navy,awards,,,2026-02-17 04:35:18.795826+00
5445c1b8-e931-440a-9b43-c003b80bc223,port call,scheduled stop / client visit,general,Term,,,2026-02-16 22:55:28.448755+00
548fea2c-655c-4e26-852d-c4a1ee2c255f,debrief,post-event review / lessons learned,general,communication,,,2026-02-15 17:47:32.616746+00
54dd8557-dccd-46b8-ad0b-caa11695fa70,cover down,take responsibility for / fill the gap,general,Term,,,2026-02-18 01:13:54.18454+00
553335f5-a653-4ba3-8a93-1dbdf86b63fd,SNCO,Staff Non-Commissioned Officer / senior supervisor,general,Acronym,,,2026-02-16 22:55:39.300706+00
55547560-856d-447d-aed1-49a5a39afe3f,MCPO (Master Chief Petty Officer),Director / Senior Director,navy,Rank,,,2026-02-16 22:55:28.448755+00
556d736e-d42d-4c67-8008-8f9f3054ac4b,separation,termination / end of employment,general,Term,,,2026-02-16 22:55:28.448755+00
55aef153-7091-4292-a42b-f2e9ee3f8477,PO2 (Petty Officer Second Class),Senior Technician / Team Lead,uscg,Rank,,,2026-02-16 22:55:39.300706+00
55b7b082-714f-4b3b-bf1b-34e871566007,INSURV,Major Compliance Inspection,navy,assessment,,,2026-02-17 04:35:18.795826+00
55c31f19-8e96-4ba5-b665-dc6fc3c44d92,surge,temporary increase in effort / rapid scale-up,general,Term,,,2026-02-18 01:13:54.18454+00
55dd7e63-29f6-4d20-8642-b7cb819dc256,battle rhythm,operational cadence / recurring schedule,general,Term,,,2026-02-16 22:55:39.300706+00
55e007fc-1e40-41e4-85a0-8c82b9d57528,retrograde,return shipment / reverse logistics,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
56191cb2-0a8d-4b80-acf0-3f5751791fa4,DCAS,Defense Contract Audit Services,general,Acronym,,,2026-02-16 22:55:39.300706+00
564616a3-ae01-478a-87ed-e0e619108591,SME,subject matter expert,general,Acronym,,,2026-02-16 22:55:28.448755+00
56cae642-8f15-4631-8a4d-4761cd72312e,NCOER,NCO Evaluation Report / performance review,general,Acronym,,,2026-02-16 22:55:28.448755+00
56da4ab8-d406-4449-a621-51a3bc71b225,gapped billet,vacant position,general,admin,,,2026-02-15 17:47:32.616746+00
5784a32d-031c-403e-9936-8bf70adac173,sand table,tabletop exercise / scenario walkthrough,general,Term,,,2026-02-18 01:13:54.18454+00
57f3d0d0-1b95-419b-93f0-03964f65f251,task order,project-specific work authorization,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
58272387-876a-4651-b722-dc5b65c4a10a,terminal guidance,precision targeting direction,general,Special Operations,,,2026-02-18 14:03:12.64537+00
586223ae-4261-483b-ac43-ba5efdd35bf8,NVG,night vision equipment / low-light optics,general,Equipment,,,2026-02-16 22:55:28.448755+00
58696c79-0385-4a13-9b8e-2224278ff15e,FITREP,fitness report / officer performance review,general,Acronym,,,2026-02-16 22:55:28.448755+00
5894fec0-8514-4ebb-b09f-2be4393f467d,EVAL,performance evaluation / annual review,general,Acronym,,,2026-02-16 22:55:28.448755+00
58b7ea65-39e8-4961-897a-216de2262662,GMT,General Military Training / annual training requirements,general,Acronym,,,2026-02-16 22:55:28.448755+00
58c55f88-78a0-45bd-aa4d-dd6f79a6a74b,statutory board,legally mandated review panel,personnel,Personnel,,,2026-02-18 14:03:12.64537+00
590833d2-372e-4311-98ee-e74ef4a1ddda,SSE,sensitive site exploitation / evidence collection at target site,general,Special Operations,,,2026-02-18 14:03:12.64537+00
5968115a-6416-4b16-b005-7a4dbd39fdec,sentencing,penalty determination / punishment assignment,legal,Legal,,,2026-02-18 14:03:12.64537+00
596e1d58-bb42-4de1-b97d-fc7e440c452e,recall,emergency call-back of all personnel,general,operations,,,2026-02-15 17:47:32.616746+00
598526e8-d02d-4b44-a432-599c38a84d5e,2ndLt (Second Lieutenant),Junior Manager,usmc,Rank,,,2026-02-16 22:55:39.300706+00
59959647-9b12-4263-8955-480f69caf342,award fee,performance incentive payment,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
59b15e5a-01f1-4fda-ae2f-25df71abfd14,squad,team of 8-13 employees,general,Unit Type,,,2026-02-16 22:55:39.300706+00
59b5a5e6-6206-433d-9fce-bb823b939432,OOD,Officer of the Deck / watch supervisor,general,Acronym,,,2026-02-16 22:55:39.300706+00
59efa144-d501-45e6-86e2-ef0ef60d1465,requisition,procurement request,general,logistics,,,2026-02-15 17:46:34.592483+00
59f5e2ca-29f3-425d-878b-5559128b46ca,requisition,supply request / purchase order,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
5a313c0d-ef55-44e1-94cc-c16fd329739c,litter bearer,patient stretcher carrier / patient transport assistant,medical,Medical,,,2026-02-18 14:03:12.64537+00
5a4073eb-2834-45a0-a46f-bbb486f5b504,CHENG,chief engineer / director of engineering,navy,leadership,,,2026-02-15 17:47:32.616746+00
5ac45fe5-88d3-41fc-b324-06a912de4cfc,mid-watch,overnight shift / graveyard shift,general,Term,,,2026-02-16 22:55:28.448755+00
5b1fc796-0f41-47b1-aba7-76bcd99218f1,DD254,security classification specification,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
5b41e256-3f75-455c-842a-fe6c5e6537ff,tour,assignment period / rotation,general,Term,,,2026-02-16 22:55:28.448755+00
5b45336e-4180-45f2-8ab3-f5b5f4e4f759,PTA,practical training assessment,general,Acronym,,,2026-02-16 22:55:28.448755+00
5b555067-4b94-4512-bef1-11fdcd6a067b,TRICARE,military healthcare system,general,Acronym,,,2026-02-16 22:55:28.448755+00
5b920b6e-30d1-42df-a9fb-c4361115f53d,COR,Contracting Officer Representative,general,Acronym,,,2026-02-16 22:55:28.448755+00
5ba75e01-3775-486d-b517-2d7c997b2e85,cross-domain solution,secure data transfer between networks,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
5badd14e-c7ff-41be-bf6a-9588773ad9b5,cross-rate,career change / job reclassification,general,Term,,,2026-02-16 22:55:39.300706+00
5baf7f78-0e4b-406b-a164-e1013bef4305,HQ,headquarters / corporate office,general,Acronym,,,2026-02-16 22:55:39.300706+00
5bb64007-85db-4ba9-8e6b-a1770b75d232,route clearance,road hazard removal / path clearing operations,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
5bf0db2b-e6d0-41ef-ac1b-09c38fa8ccd6,PFT,Physical Fitness Test,general,Acronym,,,2026-02-16 22:55:28.448755+00
5c11b28c-b1f7-432f-afa9-887a8ab6cb0c,supervised,managed,general,leadership,,,2026-02-15 17:46:34.592483+00
5c1e792d-e47d-42dc-8b0e-b530aee49ef8,kinetic,direct action / hands-on,general,Term,,,2026-02-18 01:13:54.18454+00
5c2d027d-d964-4198-bb9c-daaaefa69753,work order,maintenance request / service ticket,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
5c5c975a-a6dd-4194-860a-7a92f9582d66,COMMS,communications officer / IT director,navy,leadership,,,2026-02-15 17:47:32.616746+00
5cb8c402-63c3-44cf-8bd3-839e883409f8,knock it off,stop immediately / cease activity,general,Term,,,2026-02-16 22:55:39.300706+00
5cc354e6-58ea-4bca-a5e6-fc41f5e13ab0,chop,transfer of authority / reassignment,general,Term,,,2026-02-18 01:13:54.18454+00
5cc4ac7e-1b49-4c0f-973c-59303a9025e2,S3,Operations section / operations department,general,Acronym,,,2026-02-16 22:55:28.448755+00
5d99afad-02e5-4519-841b-472414a4babc,DC,emergency response,navy,technical,,,2026-02-15 17:46:34.592483+00
5dc0a7c1-733a-4f13-80b4-724420d6f001,HHG,household goods / personal property,general,Acronym,,,2026-02-16 22:55:28.448755+00
5dd0d7bf-13ad-4e3f-9195-9552ab60940c,PTA,practical training assessment,general,Acronym,,,2026-02-16 22:55:39.300706+00
5ddeca69-6127-46f5-ac71-18ac93ba5a05,embarked,deployed / traveling for work,general,Term,,,2026-02-16 22:55:28.448755+00
5e0f37f8-69f2-46d0-92ef-bc87a54f49b0,roger,understood / acknowledged,general,communication,,,2026-02-15 17:47:32.616746+00
5e12553f-85bd-4912-a618-313bd11d71a4,TSP,Thrift Savings Plan / retirement plan,general,Acronym,,,2026-02-16 22:55:28.448755+00
5ef893e2-8edd-4a57-bd70-270315ea2e67,SL,skill level,general,Acronym,,,2026-02-16 22:55:39.300706+00
5f08c132-cc25-42f5-8654-8bab49a95aa3,NIPRNET,unclassified government network,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
5f14749d-a30b-4b29-a2f4-dbfd0597ef30,chain of command,organizational hierarchy / reporting structure,general,Term,,,2026-02-16 22:55:28.448755+00
5f2ae3f9-4363-4414-bbb8-f70daff491a4,APS,army prepositioned stocks / strategic forward inventory,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
5fa1df97-3b6e-4e33-a709-642fb9ac0a0f,inspection,audit / compliance review,general,Term,,,2026-02-16 22:55:39.300706+00
5fcf1713-d0a2-4606-a618-4aaff1524a22,OCONUS,outside continental United States / overseas,general,Acronym,,,2026-02-16 22:55:28.448755+00
602e590d-7a88-491b-8253-1e310356017d,logistics,supply chain / operations support,general,Term,,,2026-02-16 22:55:28.448755+00
6037ce3a-c65e-4b87-a60c-987a16af386f,DTS,Defense Travel System / travel management system,general,Acronym,,,2026-02-16 22:55:39.300706+00
603ee91a-0726-4445-ac98-2f5202425d11,NCOIC,Non-Commissioned Officer in Charge / shift supervisor,general,Acronym,,,2026-02-16 22:55:39.300706+00
605ae17b-a2a5-407a-bc1d-7d2e50d389a4,billet,position / role / job,general,Term,,,2026-02-16 22:55:39.300706+00
60912742-5c89-47b8-a2ce-7db8d164e63c,OCO,offensive cyber operations / proactive cyber engagement,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
6139f51e-99d8-437e-ad47-d4f9adfc37db,copy,received and understood,general,communication,,,2026-02-15 17:47:32.616746+00
61881034-64e3-411f-8362-d187700810f3,cybersecurity service provider,managed security services,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
61a1cfa2-d41c-421e-8de0-2dd9f4d5b1cc,SOP,standard operating procedure,general,admin,,,2026-02-15 17:47:32.616746+00
61bb4436-6050-40ce-b3c3-26da2673ae7d,deck plate,frontline / shop floor / ground level,general,Term,,,2026-02-16 22:55:39.300706+00
61eda103-2f78-4ba8-b274-ca3979e230cf,passageway,hallway,navy,general,,,2026-02-15 17:47:32.616746+00
620de8b1-a7fc-4922-a525-9878d0895983,NCO,Non-Commissioned Officer / supervisor,general,Acronym,,,2026-02-16 22:55:39.300706+00
6213209c-a2a3-45f9-bae3-0e2d0d3c21ad,report,arrive / check in / start,general,Term,,,2026-02-16 22:55:39.300706+00
621663e5-f417-4da5-8e92-edddf0df423f,rate,job specialty,navy,admin,,,2026-02-15 17:46:34.592483+00
62196ffa-0f23-415a-8e87-23ac9e2bf0f5,AIT,advanced individual training / specialized training,army,training,,,2026-02-15 17:47:32.616746+00
6225a914-0c88-4e32-97b1-781da84da942,QA,Quality Assurance,general,Acronym,,,2026-02-16 22:55:39.300706+00
6238872b-3f62-4d5f-805f-53cd6a330340,commissary,grocery store / employee store,general,Term,,,2026-02-16 22:55:28.448755+00
625d83fd-7372-45a6-8660-4dd8890b342c,OPSEC,information security,general,technical,,,2026-02-15 17:46:34.592483+00
62642712-c192-4d3b-8034-be90c34aa5e4,SAPR,Sexual Assault Prevention and Response,general,Acronym,,,2026-02-16 22:55:39.300706+00
6268ef74-15d5-477b-bcf8-51693d826482,training command,learning & development / training department,general,Term,,,2026-02-16 22:55:39.300706+00
626acdc7-cdc0-43b3-b8da-8e1ae4a88f21,SGT (Sergeant),Team Lead / Supervisor,army,Rank,,,2026-02-16 22:55:28.448755+00
6283bbdc-c2c0-4526-86d4-8cb9242cd207,DRB,Disciplinary Review Board,navy,administration,,,2026-02-17 04:35:18.795826+00
62efce3d-9a23-49f1-8ac8-98b5d5f6a85e,shore duty,office-based assignment / non-deployable role,general,Term,,,2026-02-16 22:55:28.448755+00
6304225e-d59f-419a-a687-3ad5b6206e1a,AFSC,Air Force Specialty Code / job classification,general,Acronym,,,2026-02-16 22:55:28.448755+00
6324256a-0226-4351-810f-f0a6aa809c65,combat stress,occupational stress / critical incident stress,medical,Medical,,,2026-02-18 14:03:12.64537+00
632f98c1-3b91-49e1-a753-a73459b82c64,trigger,decision point / activation criteria,general,Term,,,2026-02-18 01:13:54.18454+00
633cdfd3-2333-4911-92d9-89e51b9bb090,CPO (Chief Petty Officer),Department Supervisor / Manager,navy,Rank,,,2026-02-16 22:55:39.300706+00
63bda9e7-4889-44de-8413-09b52aaab52e,IDC,independent duty corpsman / autonomous healthcare provider,medical,Medical,,,2026-02-18 14:03:12.64537+00
6415202d-2a63-4e25-b972-8ef044cb91c2,leave,paid time off / vacation,general,Term,,,2026-02-16 22:55:39.300706+00
642386a8-30d4-4d3f-89da-16193df6ef4f,INSURV,Board of Inspection and Survey,general,Acronym,,,2026-02-16 22:55:39.300706+00
642b6b94-8213-4229-8ae9-3270fefe7eb8,weapons qual,certification / proficiency test,general,Term,,,2026-02-16 22:55:39.300706+00
64859f43-d434-40ae-8d35-dc547140093a,S6,Communications section / IT department,general,Acronym,,,2026-02-16 22:55:28.448755+00
649a3bd7-1d2e-402c-86f5-0f1fd4ae31d4,topside,external/outdoor areas,navy,operations,,,2026-02-15 17:47:32.616746+00
64a50110-94fc-4e80-8e32-f2091b93a28d,TO,technical order,usaf,technical,,,2026-02-15 17:46:34.592483+00
64c604b7-7156-44ff-bdda-d5daffd333b1,letter of instruction,written directive / formal guidance memo,personnel,Personnel,,,2026-02-18 14:03:12.64537+00
64f12db0-0606-405e-b6b0-5513802b7524,TOC,Tactical Operations Center / operations center,general,Acronym,,,2026-02-16 22:55:39.300706+00
6547524f-30b4-4d00-a78e-45fee335d751,RPO,Recruit Petty Officer,general,Acronym,,,2026-02-16 22:55:39.300706+00
654cf9fb-6dec-4bcf-a5b7-1354b2c207ac,sailor,Navy employee / naval staff,general,Term,,,2026-02-16 22:55:39.300706+00
658d20d4-2d5a-4bce-a05e-0226501ccc51,joint,multi-organizational / cross-functional,general,Term,,,2026-02-16 22:55:39.300706+00
